Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 93, 108, 72, 4200, 0.564, 0.463, 0.508, 0.920, 11.543
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 124, 77, 55, 4217, 0.693, 0.617, 0.653, 0.935, 14.416
EMF, 123, 78, 66, 4206, 0.651, 0.612, 0.631, 0.931, 13.483
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 95, 106, 154, 4118, 0.382, 0.473, 0.422, 0.882, 7.490
JFreeChart, 121, 80, 159, 4113, 0.432, 0.602, 0.503, 0.896, 8.617
JMeter, 126, 75, 37, 4235, 0.773, 0.627, 0.692, 0.942, 16.202
JRuby, 133, 68, 28, 4244, 0.826, 0.662, 0.735, 0.946, 17.384
Dubbo, 99, 102, 102, 4170, 0.493, 0.493, 0.493, 0.909, 9.961
Gradle, 91, 110, 50, 4222, 0.645, 0.453, 0.532, 0.930, 13.362
Groovy, 111, 90, 38, 4234, 0.745, 0.552, 0.634, 0.940, 15.578
Hive, 128, 73, 49, 4223, 0.723, 0.637, 0.677, 0.938, 15.093
Maven, 108, 93, 80, 4192, 0.574, 0.537, 0.555, 0.922, 11.784
Poi, 126, 75, 47, 4225, 0.728, 0.627, 0.674, 0.938, 15.208
SpringFramework, 121, 80, 46, 4226, 0.725, 0.602, 0.658, 0.938, 15.124
Storm, 131, 70, 57, 4215, 0.697, 0.652, 0.674, 0.936, 14.507
Tomcat, 134, 67, 70, 4202, 0.657, 0.667, 0.662, 0.932, 13.618
Zookeeper, 112, 89, 75, 4197, 0.599, 0.557, 0.577, 0.925, 12.328
