Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 31, 71, 27, 2923, 0.534, 0.304, 0.387, 0.937, 14.993
EMF, 22, 80, 30, 2920, 0.423, 0.216, 0.286, 0.921, 11.659
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 44, 58, 125, 2825, 0.260, 0.431, 0.325, 0.872, 6.790
JFreeChart, 36, 66, 105, 2845, 0.255, 0.353, 0.296, 0.869, 6.640
JMeter, 30, 72, 23, 2927, 0.566, 0.294, 0.387, 0.941, 15.937
JRuby, 36, 66, 16, 2934, 0.692, 0.353, 0.468, 0.952, 19.715
SQuirrel, 30, 72, 40, 2910, 0.429, 0.294, 0.349, 0.922, 11.824
Dubbo, 22, 80, 49, 2901, 0.310, 0.216, 0.254, 0.892, 8.271
Gradle, 16, 86, 26, 2924, 0.381, 0.157, 0.222, 0.912, 10.399
Groovy, 22, 80, 24, 2926, 0.478, 0.216, 0.297, 0.930, 13.310
Hive, 37, 65, 33, 2917, 0.529, 0.363, 0.430, 0.937, 14.816
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 26, 76, 33, 2917, 0.441, 0.255, 0.323, 0.924, 12.186
SpringFramework, 22, 80, 40, 2910, 0.355, 0.216, 0.268, 0.906, 9.617
Storm, 26, 76, 42, 2908, 0.382, 0.255, 0.306, 0.913, 10.441
Tomcat, 48, 54, 36, 2914, 0.571, 0.471, 0.516, 0.942, 16.098
Zookeeper, 30, 72, 50, 2900, 0.375, 0.294, 0.330, 0.911, 10.221
