Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 23, 51, 31, 2480, 0.426, 0.311, 0.359, 0.933, 13.879
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 24, 50, 11, 2500, 0.686, 0.324, 0.440, 0.958, 22.954
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 35, 39, 129, 2382, 0.213, 0.473, 0.294, 0.866, 6.455
JFreeChart, 33, 41, 97, 2414, 0.254, 0.446, 0.324, 0.887, 7.867
JMeter, 28, 46, 6, 2505, 0.824, 0.378, 0.519, 0.965, 27.768
JRuby, 26, 48, 15, 2496, 0.634, 0.351, 0.452, 0.955, 21.152
SQuirrel, 27, 47, 40, 2471, 0.403, 0.365, 0.383, 0.929, 13.077
Dubbo, 27, 47, 22, 2489, 0.551, 0.365, 0.439, 0.948, 18.248
Gradle, 25, 49, 32, 2479, 0.439, 0.338, 0.382, 0.935, 14.321
Groovy, 25, 49, 13, 2498, 0.658, 0.338, 0.446, 0.956, 21.982
Hive, 28, 46, 29, 2482, 0.491, 0.378, 0.427, 0.942, 16.160
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 24, 50, 20, 2491, 0.545, 0.324, 0.407, 0.948, 18.054
SpringFramework, 23, 51, 11, 2500, 0.676, 0.311, 0.426, 0.958, 22.631
Storm, 23, 51, 30, 2481, 0.434, 0.311, 0.362, 0.934, 14.159
Tomcat, 30, 44, 25, 2486, 0.545, 0.405, 0.465, 0.948, 18.054
Zookeeper, 24, 50, 27, 2484, 0.471, 0.324, 0.384, 0.939, 15.439
