Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 52, 143, 58, 4391, 0.473, 0.267, 0.341, 0.911, 10.258
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 33, 162, 14, 4435, 0.702, 0.169, 0.273, 0.940, 15.721
EMF, 48, 147, 33, 4416, 0.593, 0.246, 0.348, 0.929, 13.113
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 70, 125, 81, 4368, 0.464, 0.359, 0.405, 0.909, 10.040
JMeter, 36, 159, 23, 4426, 0.610, 0.185, 0.283, 0.931, 13.531
JRuby, 43, 152, 13, 4436, 0.768, 0.221, 0.343, 0.945, 17.287
SQuirrel, 50, 145, 29, 4420, 0.633, 0.256, 0.365, 0.934, 14.073
Dubbo, 34, 161, 32, 4417, 0.515, 0.174, 0.261, 0.918, 11.269
Gradle, 29, 166, 18, 4431, 0.617, 0.149, 0.240, 0.932, 13.695
Groovy, 24, 171, 19, 4430, 0.558, 0.123, 0.202, 0.925, 12.292
Hive, 48, 147, 22, 4427, 0.686, 0.246, 0.362, 0.939, 15.331
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 42, 153, 22, 4427, 0.656, 0.215, 0.324, 0.936, 14.629
SpringFramework, 32, 163, 13, 4436, 0.711, 0.164, 0.267, 0.941, 15.935
Storm, 44, 151, 25, 4424, 0.638, 0.226, 0.333, 0.934, 14.187
Tomcat, 54, 141, 32, 4417, 0.628, 0.277, 0.384, 0.933, 13.954
Zookeeper, 37, 158, 32, 4417, 0.536, 0.190, 0.280, 0.922, 11.771
