Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 170, 213, 73, 3196, 0.700, 0.444, 0.543, 0.850, 5.671
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 305, 78, 39, 3230, 0.887, 0.796, 0.839, 0.882, 7.454
EMF, 193, 190, 59, 3210, 0.766, 0.504, 0.608, 0.863, 6.303
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 193, 190, 123, 3146, 0.611, 0.504, 0.552, 0.828, 4.824
JFreeChart, 305, 78, 147, 3122, 0.675, 0.796, 0.731, 0.845, 5.434
JMeter, 228, 155, 38, 3231, 0.857, 0.595, 0.703, 0.878, 7.173
SQuirrel, 205, 178, 69, 3200, 0.748, 0.535, 0.624, 0.860, 6.134
Dubbo, 260, 123, 49, 3220, 0.841, 0.679, 0.751, 0.875, 7.023
Gradle, 119, 264, 32, 3237, 0.788, 0.311, 0.446, 0.867, 6.515
Groovy, 216, 167, 39, 3230, 0.847, 0.564, 0.677, 0.876, 7.077
Hive, 318, 65, 67, 3202, 0.826, 0.830, 0.828, 0.873, 6.876
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 321, 62, 51, 3218, 0.863, 0.838, 0.850, 0.878, 7.228
SpringFramework, 226, 157, 39, 3230, 0.853, 0.590, 0.698, 0.877, 7.132
Storm, 253, 130, 58, 3211, 0.814, 0.661, 0.729, 0.871, 6.757
Tomcat, 326, 57, 64, 3205, 0.836, 0.851, 0.843, 0.875, 6.970
Zookeeper, 237, 146, 80, 3189, 0.748, 0.619, 0.677, 0.860, 6.129
