Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 71, 65, 43, 1040, 0.623, 0.522, 0.568, 0.821, 4.582
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 93, 43, 45, 1038, 0.674, 0.684, 0.679, 0.834, 5.040
EMF, 90, 46, 43, 1040, 0.677, 0.662, 0.669, 0.835, 5.065
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 90, 46, 104, 979, 0.464, 0.662, 0.545, 0.760, 3.158
JFreeChart, 101, 35, 76, 1007, 0.571, 0.743, 0.645, 0.804, 4.115
JMeter, 89, 47, 38, 1045, 0.701, 0.654, 0.677, 0.841, 5.281
JRuby, 93, 43, 40, 1043, 0.699, 0.684, 0.691, 0.840, 5.268
SQuirrel, 101, 35, 53, 1030, 0.656, 0.743, 0.697, 0.830, 4.878
Dubbo, 80, 56, 41, 1042, 0.661, 0.588, 0.623, 0.831, 4.926
Gradle, 81, 55, 26, 1057, 0.757, 0.596, 0.667, 0.853, 5.785
Groovy, 86, 50, 42, 1041, 0.672, 0.632, 0.652, 0.834, 5.022
Hive, 94, 42, 48, 1035, 0.662, 0.691, 0.676, 0.831, 4.933
Poi, 100, 36, 44, 1039, 0.694, 0.735, 0.714, 0.839, 5.224
SpringFramework, 86, 50, 41, 1042, 0.677, 0.632, 0.654, 0.835, 5.070
Storm, 93, 43, 49, 1034, 0.655, 0.684, 0.669, 0.830, 4.870
Tomcat, 98, 38, 47, 1036, 0.676, 0.721, 0.698, 0.835, 5.058
Zookeeper, 91, 45, 40, 1043, 0.695, 0.669, 0.682, 0.839, 5.226
