Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 13, 61, 14, 2497, 0.481, 0.176, 0.257, 0.941, 15.819
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 23, 51, 0, 2511, 1.000, 0.311, 0.474, 0.971, 33.932
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 21, 53, 56, 2455, 0.273, 0.284, 0.278, 0.895, 8.527
JFreeChart, 25, 49, 46, 2465, 0.352, 0.338, 0.345, 0.919, 11.300
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 23, 51, 15, 2496, 0.605, 0.311, 0.411, 0.953, 20.143
Dubbo, 12, 62, 8, 2503, 0.600, 0.162, 0.255, 0.952, 19.959
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 18, 56, 3, 2508, 0.857, 0.243, 0.379, 0.967, 28.942
Hive, 23, 51, 12, 2499, 0.657, 0.311, 0.422, 0.956, 21.956
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 18, 56, 6, 2505, 0.750, 0.243, 0.367, 0.962, 25.199
SpringFramework, 17, 57, 5, 2506, 0.773, 0.230, 0.354, 0.963, 25.993
Storm, 19, 55, 11, 2500, 0.633, 0.257, 0.365, 0.955, 21.124
Tomcat, 20, 54, 6, 2505, 0.769, 0.270, 0.400, 0.963, 25.871
Zookeeper, 20, 54, 9, 2502, 0.690, 0.270, 0.388, 0.958, 23.091
