Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 62, 139, 29, 4243, 0.681, 0.308, 0.425, 0.934, 14.162
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 114, 87, 22, 4250, 0.838, 0.567, 0.677, 0.946, 17.654
EMF, 111, 90, 30, 4242, 0.787, 0.552, 0.649, 0.943, 16.519
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 73, 128, 69, 4203, 0.514, 0.363, 0.426, 0.913, 10.440
JFreeChart, 105, 96, 71, 4201, 0.597, 0.522, 0.557, 0.925, 12.276
JMeter, 120, 81, 22, 4250, 0.845, 0.597, 0.700, 0.947, 17.806
JRuby, 131, 70, 28, 4244, 0.824, 0.652, 0.728, 0.945, 17.335
Dubbo, 66, 135, 43, 4229, 0.606, 0.328, 0.426, 0.926, 12.475
Gradle, 89, 112, 43, 4229, 0.674, 0.443, 0.535, 0.933, 14.004
Groovy, 98, 103, 16, 4256, 0.860, 0.488, 0.622, 0.948, 18.130
Hive, 105, 96, 35, 4237, 0.750, 0.522, 0.616, 0.940, 15.690
Maven, 108, 93, 80, 4192, 0.574, 0.537, 0.555, 0.922, 11.784
Poi, 117, 84, 32, 4240, 0.785, 0.582, 0.669, 0.943, 16.474
SpringFramework, 102, 99, 20, 4252, 0.836, 0.507, 0.632, 0.946, 17.606
Storm, 99, 102, 17, 4255, 0.853, 0.493, 0.625, 0.947, 17.992
Tomcat, 94, 107, 41, 4231, 0.696, 0.468, 0.560, 0.935, 14.495
Zookeeper, 79, 122, 29, 4243, 0.731, 0.393, 0.511, 0.939, 15.278
