Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 30, 165, 20, 4429, 0.600, 0.154, 0.245, 0.930, 13.289
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 16, 179, 7, 4442, 0.696, 0.082, 0.147, 0.940, 15.567
EMF, 34, 161, 12, 4437, 0.739, 0.174, 0.282, 0.943, 16.603
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 43, 152, 34, 4415, 0.558, 0.221, 0.316, 0.925, 12.300
JMeter, 26, 169, 18, 4431, 0.591, 0.133, 0.218, 0.929, 13.073
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 41, 154, 12, 4437, 0.774, 0.210, 0.331, 0.946, 17.423
Dubbo, 12, 183, 14, 4435, 0.462, 0.062, 0.109, 0.909, 9.992
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 20, 175, 11, 4438, 0.645, 0.103, 0.177, 0.935, 14.365
Hive, 38, 157, 16, 4433, 0.704, 0.195, 0.305, 0.940, 15.759
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 28, 167, 8, 4441, 0.778, 0.144, 0.242, 0.946, 17.523
SpringFramework, 20, 175, 5, 4444, 0.800, 0.103, 0.182, 0.948, 18.052
Storm, 16, 179, 6, 4443, 0.727, 0.082, 0.147, 0.942, 16.320
Tomcat, 37, 158, 19, 4430, 0.661, 0.190, 0.295, 0.936, 14.735
Zookeeper, 22, 173, 11, 4438, 0.667, 0.113, 0.193, 0.937, 14.877
