Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 55, 81, 21, 1062, 0.724, 0.404, 0.519, 0.846, 5.487
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 88, 48, 31, 1052, 0.739, 0.647, 0.690, 0.849, 5.628
EMF, 81, 55, 32, 1051, 0.717, 0.596, 0.651, 0.844, 5.425
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 67, 69, 61, 1022, 0.523, 0.493, 0.508, 0.787, 3.692
JFreeChart, 92, 44, 48, 1035, 0.657, 0.676, 0.667, 0.830, 4.890
JMeter, 83, 53, 36, 1047, 0.697, 0.610, 0.651, 0.840, 5.252
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 90, 46, 39, 1044, 0.698, 0.662, 0.679, 0.840, 5.253
Dubbo, 58, 78, 14, 1069, 0.806, 0.426, 0.558, 0.862, 6.220
Gradle, 78, 58, 23, 1060, 0.772, 0.574, 0.658, 0.856, 5.922
Groovy, 80, 56, 34, 1049, 0.702, 0.588, 0.640, 0.841, 5.290
Hive, 85, 51, 35, 1048, 0.708, 0.625, 0.664, 0.842, 5.349
Poi, 90, 46, 36, 1047, 0.714, 0.662, 0.687, 0.844, 5.402
SpringFramework, 70, 66, 23, 1060, 0.753, 0.515, 0.611, 0.852, 5.747
Storm, 73, 63, 32, 1051, 0.695, 0.537, 0.606, 0.840, 5.232
Tomcat, 81, 55, 26, 1057, 0.757, 0.596, 0.667, 0.853, 5.785
Zookeeper, 73, 63, 21, 1062, 0.777, 0.537, 0.635, 0.856, 5.961
