Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 39, 45, 109, 1455, 0.264, 0.464, 0.336, 0.807, 4.170
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 62, 22, 179, 1385, 0.257, 0.738, 0.382, 0.802, 4.047
EMF, 45, 39, 91, 1473, 0.331, 0.536, 0.409, 0.846, 5.492
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 48, 36, 131, 1433, 0.268, 0.571, 0.365, 0.810, 4.261
JFreeChart, 47, 37, 86, 1478, 0.353, 0.560, 0.433, 0.856, 5.933
JMeter, 63, 21, 61, 1503, 0.508, 0.750, 0.606, 0.900, 8.968
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 44, 40, 84, 1480, 0.344, 0.524, 0.415, 0.852, 5.744
Dubbo, 69, 15, 30, 1534, 0.697, 0.821, 0.754, 0.927, 12.674
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 53, 31, 52, 1512, 0.505, 0.631, 0.561, 0.899, 8.903
Hive, 64, 20, 69, 1495, 0.481, 0.762, 0.590, 0.894, 8.441
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 61, 23, 114, 1450, 0.349, 0.726, 0.471, 0.854, 5.839
SpringFramework, 55, 29, 48, 1516, 0.534, 0.655, 0.588, 0.905, 9.476
Storm, 66, 18, 159, 1405, 0.293, 0.786, 0.427, 0.826, 4.755
Tomcat, 59, 25, 77, 1487, 0.434, 0.702, 0.536, 0.883, 7.511
Zookeeper, 55, 29, 85, 1479, 0.393, 0.655, 0.491, 0.870, 6.707
