Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 43, 57, 143, 2250, 0.231, 0.430, 0.301, 0.826, 4.763
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 73, 27, 213, 2180, 0.255, 0.730, 0.378, 0.843, 5.363
EMF, 56, 44, 124, 2269, 0.311, 0.560, 0.400, 0.871, 6.756
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 57, 43, 139, 2254, 0.291, 0.570, 0.385, 0.862, 6.250
JFreeChart, 87, 13, 73, 2320, 0.544, 0.870, 0.669, 0.926, 12.556
JMeter, 72, 28, 122, 2271, 0.371, 0.720, 0.490, 0.892, 8.252
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 57, 43, 114, 2279, 0.333, 0.570, 0.421, 0.880, 7.310
Dubbo, 56, 44, 116, 2277, 0.326, 0.560, 0.412, 0.877, 7.117
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 60, 40, 66, 2327, 0.476, 0.600, 0.531, 0.916, 10.871
Hive, 81, 19, 214, 2179, 0.275, 0.810, 0.410, 0.854, 5.845
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 75, 25, 96, 2297, 0.439, 0.750, 0.554, 0.909, 9.934
SpringFramework, 64, 36, 116, 2277, 0.356, 0.640, 0.457, 0.887, 7.864
Storm, 74, 26, 245, 2148, 0.232, 0.740, 0.353, 0.827, 4.783
Tomcat, 74, 26, 198, 2195, 0.272, 0.740, 0.398, 0.853, 5.782
Zookeeper, 68, 32, 189, 2204, 0.265, 0.680, 0.381, 0.848, 5.596
