Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 59, 38, 531, 7083, 0.100, 0.608, 0.172, 0.874, 6.949
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 68, 29, 1022, 6592, 0.062, 0.701, 0.115, 0.798, 3.959
EMF, 69, 28, 623, 6991, 0.100, 0.711, 0.175, 0.874, 6.927
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 72, 25, 819, 6795, 0.081, 0.742, 0.146, 0.844, 5.424
JFreeChart, 63, 34, 643, 6971, 0.089, 0.649, 0.157, 0.859, 6.094
JMeter, 59, 38, 365, 7249, 0.139, 0.608, 0.226, 0.910, 10.062
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 74, 23, 725, 6889, 0.093, 0.763, 0.165, 0.864, 6.362
Dubbo, 40, 57, 449, 7165, 0.082, 0.412, 0.137, 0.846, 5.503
Gradle, 17, 80, 204, 7410, 0.077, 0.175, 0.107, 0.836, 5.115
Groovy, 49, 48, 280, 7334, 0.149, 0.505, 0.230, 0.916, 10.840
Hive, 61, 36, 432, 7182, 0.124, 0.629, 0.207, 0.898, 8.836
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 66, 31, 560, 7054, 0.105, 0.680, 0.183, 0.881, 7.381
SpringFramework, 79, 18, 222, 7392, 0.262, 0.814, 0.397, 0.952, 19.864
Storm, 66, 31, 551, 7063, 0.107, 0.680, 0.185, 0.882, 7.504
Tomcat, 62, 35, 352, 7262, 0.150, 0.639, 0.243, 0.916, 10.905
Zookeeper, 58, 39, 583, 7031, 0.090, 0.598, 0.157, 0.861, 6.193
