Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 40, 247, 3300, 0.171, 0.560, 0.262, 0.854, 5.842
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 62, 29, 373, 3174, 0.143, 0.681, 0.236, 0.825, 4.698
EMF, 60, 31, 378, 3169, 0.137, 0.659, 0.227, 0.817, 4.476
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 63, 28, 387, 3160, 0.140, 0.692, 0.233, 0.821, 4.597
JFreeChart, 54, 37, 290, 3257, 0.157, 0.593, 0.248, 0.841, 5.276
JMeter, 57, 34, 181, 3366, 0.239, 0.626, 0.347, 0.896, 8.575
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 60, 31, 304, 3243, 0.165, 0.659, 0.264, 0.848, 5.590
Dubbo, 29, 62, 209, 3338, 0.122, 0.319, 0.176, 0.795, 3.871
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 37, 54, 142, 3405, 0.207, 0.407, 0.274, 0.879, 7.264
Hive, 54, 37, 136, 3411, 0.284, 0.593, 0.384, 0.912, 10.362
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 48, 43, 153, 3394, 0.239, 0.527, 0.329, 0.895, 8.547
SpringFramework, 46, 45, 172, 3375, 0.211, 0.505, 0.298, 0.881, 7.436
Storm, 77, 14, 155, 3392, 0.332, 0.846, 0.477, 0.925, 12.269
Tomcat, 54, 37, 158, 3389, 0.255, 0.593, 0.356, 0.902, 9.183
Zookeeper, 45, 46, 216, 3331, 0.172, 0.495, 0.256, 0.855, 5.893
