Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 59, 135, 166, 4283, 0.262, 0.304, 0.282, 0.841, 5.276
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 90, 104, 280, 4169, 0.243, 0.464, 0.319, 0.828, 4.822
EMF, 68, 126, 242, 4207, 0.219, 0.351, 0.270, 0.810, 4.250
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 152, 42, 113, 4336, 0.574, 0.784, 0.662, 0.927, 12.728
JFreeChart, 82, 112, 208, 4241, 0.283, 0.423, 0.339, 0.852, 5.767
JMeter, 68, 126, 127, 4322, 0.349, 0.351, 0.350, 0.880, 7.346
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 88, 106, 145, 4304, 0.378, 0.454, 0.412, 0.889, 8.039
Dubbo, 54, 140, 162, 4287, 0.250, 0.278, 0.263, 0.833, 4.983
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 46, 148, 90, 4359, 0.338, 0.237, 0.279, 0.876, 7.095
Hive, 98, 96, 120, 4329, 0.450, 0.505, 0.476, 0.907, 9.759
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 75, 119, 168, 4281, 0.309, 0.387, 0.343, 0.865, 6.387
SpringFramework, 67, 127, 94, 4355, 0.416, 0.345, 0.377, 0.900, 8.960
Storm, 69, 125, 388, 4061, 0.151, 0.356, 0.212, 0.723, 2.614
Tomcat, 84, 110, 135, 4314, 0.384, 0.433, 0.407, 0.891, 8.180
Zookeeper, 70, 124, 159, 4290, 0.306, 0.361, 0.331, 0.863, 6.316
