Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 13, 61, 14, 2497, 0.481, 0.176, 0.257, 0.941, 15.819
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 24, 50, 4, 2507, 0.857, 0.324, 0.471, 0.967, 28.942
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 22, 52, 62, 2449, 0.262, 0.297, 0.278, 0.891, 8.149
JFreeChart, 31, 43, 37, 2474, 0.456, 0.419, 0.437, 0.937, 14.925
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 23, 51, 19, 2492, 0.548, 0.311, 0.397, 0.948, 18.130
Dubbo, 14, 60, 12, 2499, 0.538, 0.189, 0.280, 0.947, 17.810
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 18, 56, 3, 2508, 0.857, 0.243, 0.379, 0.967, 28.942
Hive, 25, 49, 13, 2498, 0.658, 0.338, 0.446, 0.956, 21.982
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 20, 54, 9, 2502, 0.690, 0.270, 0.388, 0.958, 23.091
SpringFramework, 25, 49, 1, 2510, 0.962, 0.338, 0.500, 0.970, 32.589
Storm, 18, 56, 16, 2495, 0.529, 0.243, 0.333, 0.946, 17.494
Tomcat, 26, 48, 6, 2505, 0.813, 0.351, 0.491, 0.965, 27.383
Zookeeper, 22, 52, 17, 2494, 0.564, 0.297, 0.389, 0.949, 18.705
