Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 107, 142, 78, 4108, 0.578, 0.430, 0.493, 0.903, 9.302
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 187, 62, 71, 4115, 0.725, 0.751, 0.738, 0.923, 11.910
EMF, 169, 80, 91, 4095, 0.650, 0.679, 0.664, 0.914, 10.577
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 115, 134, 132, 4054, 0.466, 0.462, 0.464, 0.879, 7.293
JFreeChart, 187, 62, 136, 4050, 0.579, 0.751, 0.654, 0.903, 9.312
JMeter, 186, 63, 73, 4113, 0.718, 0.747, 0.732, 0.922, 11.791
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 190, 59, 94, 4092, 0.669, 0.763, 0.713, 0.916, 10.916
Dubbo, 117, 132, 43, 4143, 0.731, 0.470, 0.572, 0.923, 12.024
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 188, 61, 83, 4103, 0.694, 0.755, 0.723, 0.919, 11.356
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 183, 66, 76, 4110, 0.707, 0.735, 0.720, 0.921, 11.585
SpringFramework, 185, 64, 73, 4113, 0.717, 0.743, 0.730, 0.922, 11.772
Storm, 179, 70, 69, 4117, 0.722, 0.719, 0.720, 0.922, 11.856
Tomcat, 175, 74, 70, 4116, 0.714, 0.703, 0.709, 0.921, 11.722
Zookeeper, 138, 111, 72, 4114, 0.657, 0.554, 0.601, 0.915, 10.705
