Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 113, 270, 32, 3237, 0.779, 0.295, 0.428, 0.865, 6.431
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 290, 93, 27, 3242, 0.915, 0.757, 0.829, 0.885, 7.723
EMF, 184, 199, 38, 3231, 0.829, 0.480, 0.608, 0.873, 6.903
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 158, 225, 74, 3195, 0.681, 0.413, 0.514, 0.846, 5.494
JFreeChart, 268, 115, 69, 3200, 0.795, 0.700, 0.744, 0.868, 6.583
JMeter, 213, 170, 29, 3240, 0.880, 0.556, 0.682, 0.881, 7.393
SQuirrel, 185, 198, 42, 3227, 0.815, 0.483, 0.607, 0.871, 6.771
Dubbo, 207, 176, 21, 3248, 0.908, 0.540, 0.678, 0.884, 7.657
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 191, 192, 18, 3251, 0.914, 0.499, 0.645, 0.885, 7.714
Hive, 300, 83, 45, 3224, 0.870, 0.783, 0.824, 0.879, 7.292
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 291, 92, 36, 3233, 0.890, 0.760, 0.820, 0.882, 7.485
SpringFramework, 198, 185, 22, 3247, 0.900, 0.517, 0.657, 0.883, 7.582
Storm, 191, 192, 30, 3239, 0.864, 0.499, 0.632, 0.879, 7.241
Tomcat, 297, 86, 51, 3218, 0.853, 0.775, 0.813, 0.877, 7.138
Zookeeper, 194, 189, 43, 3226, 0.819, 0.507, 0.626, 0.872, 6.805
