Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 415, 553, 289, 4168, 0.589, 0.429, 0.496, 0.697, 2.304
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 715, 253, 370, 4087, 0.659, 0.739, 0.697, 0.729, 2.693
EMF, 876, 92, 414, 4043, 0.679, 0.905, 0.776, 0.737, 2.806
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 813, 155, 437, 4020, 0.650, 0.840, 0.733, 0.726, 2.645
JFreeChart, 766, 202, 436, 4021, 0.637, 0.791, 0.706, 0.720, 2.571
JMeter, 723, 245, 301, 4156, 0.706, 0.747, 0.726, 0.747, 2.957
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 790, 178, 366, 4091, 0.683, 0.816, 0.744, 0.739, 2.830
Dubbo, 358, 610, 271, 4186, 0.569, 0.370, 0.448, 0.686, 2.190
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 418, 550, 198, 4259, 0.679, 0.432, 0.528, 0.737, 2.803
Hive, 699, 269, 312, 4145, 0.691, 0.722, 0.706, 0.742, 2.875
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 621, 347, 312, 4145, 0.666, 0.642, 0.653, 0.732, 2.730
SpringFramework, 647, 321, 299, 4158, 0.684, 0.668, 0.676, 0.739, 2.833
Storm, 713, 255, 327, 4130, 0.686, 0.737, 0.710, 0.740, 2.842
Tomcat, 692, 276, 420, 4037, 0.622, 0.715, 0.665, 0.713, 2.488
Zookeeper, 467, 501, 267, 4190, 0.636, 0.482, 0.549, 0.720, 2.566
