Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 26, 47, 43, 2468, 0.377, 0.356, 0.366, 0.925, 12.338
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 38, 35, 205, 2306, 0.156, 0.521, 0.241, 0.819, 4.535
EMF, 64, 9, 47, 2464, 0.577, 0.877, 0.696, 0.951, 19.409
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 43, 30, 292, 2219, 0.128, 0.589, 0.211, 0.780, 3.544
JFreeChart, 37, 36, 198, 2313, 0.157, 0.507, 0.240, 0.821, 4.573
JMeter, 33, 40, 142, 2369, 0.189, 0.452, 0.266, 0.850, 5.675
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 37, 36, 188, 2323, 0.164, 0.507, 0.248, 0.828, 4.821
Dubbo, 26, 47, 137, 2374, 0.160, 0.356, 0.220, 0.823, 4.646
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 23, 50, 53, 2458, 0.303, 0.315, 0.309, 0.907, 9.712
Hive, 36, 37, 181, 2330, 0.166, 0.493, 0.248, 0.830, 4.872
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 28, 45, 98, 2413, 0.222, 0.384, 0.281, 0.873, 6.866
SpringFramework, 33, 40, 164, 2347, 0.168, 0.452, 0.244, 0.831, 4.929
Storm, 31, 42, 156, 2355, 0.166, 0.425, 0.238, 0.830, 4.868
Tomcat, 35, 38, 210, 2301, 0.143, 0.479, 0.220, 0.802, 4.057
Zookeeper, 23, 50, 129, 2382, 0.151, 0.315, 0.204, 0.813, 4.356
