Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 46, 241, 7373, 0.175, 0.526, 0.262, 0.928, 12.884
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 65, 32, 791, 6823, 0.076, 0.670, 0.136, 0.834, 5.036
EMF, 68, 29, 603, 7011, 0.101, 0.701, 0.177, 0.876, 7.056
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 67, 30, 782, 6832, 0.079, 0.691, 0.142, 0.841, 5.273
JFreeChart, 65, 32, 628, 6986, 0.094, 0.670, 0.165, 0.866, 6.456
JMeter, 59, 38, 363, 7251, 0.140, 0.608, 0.227, 0.910, 10.114
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 66, 31, 666, 6948, 0.090, 0.680, 0.159, 0.860, 6.168
Dubbo, 42, 55, 461, 7153, 0.083, 0.433, 0.140, 0.849, 5.638
Gradle, 17, 80, 204, 7410, 0.077, 0.175, 0.107, 0.836, 5.115
Groovy, 48, 49, 260, 7354, 0.156, 0.495, 0.237, 0.919, 11.389
Hive, 55, 42, 389, 7225, 0.124, 0.567, 0.203, 0.898, 8.847
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 58, 39, 476, 7138, 0.109, 0.598, 0.184, 0.884, 7.634
SpringFramework, 81, 16, 225, 7389, 0.265, 0.835, 0.402, 0.952, 20.043
Storm, 68, 29, 482, 7132, 0.124, 0.701, 0.210, 0.898, 8.828
Tomcat, 60, 37, 360, 7254, 0.143, 0.619, 0.232, 0.912, 10.356
Zookeeper, 52, 45, 326, 7288, 0.138, 0.536, 0.219, 0.909, 9.936
