Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 43, 48, 247, 3300, 0.148, 0.473, 0.226, 0.831, 4.928
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 53, 38, 338, 3209, 0.136, 0.582, 0.220, 0.815, 4.419
EMF, 59, 32, 299, 3248, 0.165, 0.648, 0.263, 0.848, 5.589
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 62, 29, 362, 3185, 0.146, 0.681, 0.241, 0.829, 4.846
JFreeChart, 57, 34, 285, 3262, 0.167, 0.626, 0.263, 0.850, 5.663
JMeter, 59, 32, 173, 3374, 0.254, 0.648, 0.365, 0.902, 9.167
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 57, 34, 261, 3286, 0.179, 0.626, 0.279, 0.860, 6.166
Dubbo, 30, 61, 181, 3366, 0.142, 0.330, 0.199, 0.824, 4.684
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 36, 55, 127, 3420, 0.221, 0.396, 0.283, 0.887, 7.830
Hive, 52, 39, 118, 3429, 0.306, 0.571, 0.398, 0.918, 11.229
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 46, 45, 157, 3390, 0.227, 0.505, 0.313, 0.890, 8.059
SpringFramework, 47, 44, 228, 3319, 0.171, 0.516, 0.257, 0.854, 5.833
Storm, 79, 12, 91, 3456, 0.465, 0.868, 0.605, 0.946, 17.578
Tomcat, 51, 40, 123, 3424, 0.293, 0.560, 0.385, 0.915, 10.718
Zookeeper, 49, 42, 167, 3380, 0.227, 0.538, 0.319, 0.890, 8.069
