Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 43, 57, 108, 2285, 0.285, 0.430, 0.343, 0.859, 6.099
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 75, 25, 157, 2236, 0.323, 0.750, 0.452, 0.876, 7.059
EMF, 57, 43, 91, 2302, 0.385, 0.570, 0.460, 0.896, 8.601
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 57, 43, 146, 2247, 0.281, 0.570, 0.376, 0.857, 6.000
JFreeChart, 85, 15, 64, 2329, 0.570, 0.850, 0.683, 0.930, 13.222
JMeter, 75, 25, 110, 2283, 0.405, 0.750, 0.526, 0.901, 9.107
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 56, 44, 187, 2206, 0.230, 0.560, 0.327, 0.826, 4.745
Dubbo, 53, 47, 108, 2285, 0.329, 0.530, 0.406, 0.878, 7.207
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 57, 43, 103, 2290, 0.356, 0.570, 0.438, 0.887, 7.881
Hive, 80, 20, 213, 2180, 0.273, 0.800, 0.407, 0.853, 5.807
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 71, 29, 91, 2302, 0.438, 0.710, 0.542, 0.908, 9.926
SpringFramework, 69, 31, 77, 2316, 0.473, 0.690, 0.561, 0.915, 10.782
Storm, 72, 28, 224, 2169, 0.243, 0.720, 0.364, 0.835, 5.064
Tomcat, 75, 25, 218, 2175, 0.256, 0.750, 0.382, 0.843, 5.381
Zookeeper, 70, 30, 159, 2234, 0.306, 0.700, 0.426, 0.869, 6.621
