Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 67, 127, 117, 4332, 0.364, 0.345, 0.354, 0.885, 7.715
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 85, 109, 192, 4257, 0.307, 0.438, 0.361, 0.864, 6.344
EMF, 64, 130, 255, 4194, 0.201, 0.330, 0.250, 0.792, 3.802
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 155, 39, 68, 4381, 0.695, 0.799, 0.743, 0.940, 15.635
JFreeChart, 87, 107, 166, 4283, 0.344, 0.448, 0.389, 0.878, 7.230
JMeter, 64, 130, 120, 4329, 0.348, 0.330, 0.339, 0.880, 7.325
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 83, 111, 145, 4304, 0.364, 0.428, 0.393, 0.885, 7.712
Dubbo, 62, 132, 138, 4311, 0.310, 0.320, 0.315, 0.865, 6.419
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 47, 147, 66, 4383, 0.416, 0.242, 0.306, 0.900, 8.954
Hive, 95, 99, 124, 4325, 0.434, 0.490, 0.460, 0.904, 9.382
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 71, 123, 127, 4322, 0.359, 0.366, 0.362, 0.883, 7.582
SpringFramework, 67, 127, 104, 4345, 0.392, 0.345, 0.367, 0.893, 8.377
Storm, 67, 127, 156, 4293, 0.300, 0.345, 0.321, 0.861, 6.191
Tomcat, 84, 110, 96, 4353, 0.467, 0.433, 0.449, 0.910, 10.169
Zookeeper, 74, 120, 126, 4323, 0.370, 0.381, 0.376, 0.887, 7.855
