Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 129, 120, 175, 4011, 0.424, 0.518, 0.467, 0.868, 6.558
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 195, 54, 101, 4085, 0.659, 0.783, 0.716, 0.915, 10.734
EMF, 174, 75, 134, 4052, 0.565, 0.699, 0.625, 0.901, 9.062
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 142, 107, 248, 3938, 0.364, 0.570, 0.444, 0.846, 5.485
JFreeChart, 181, 68, 196, 3990, 0.480, 0.727, 0.578, 0.883, 7.551
JMeter, 198, 51, 96, 4090, 0.673, 0.795, 0.729, 0.917, 10.995
JRuby, 203, 46, 98, 4088, 0.674, 0.815, 0.738, 0.917, 11.012
SQuirrel, 197, 52, 119, 4067, 0.623, 0.791, 0.697, 0.910, 10.104
Dubbo, 153, 96, 106, 4080, 0.591, 0.614, 0.602, 0.905, 9.522
Gradle, 143, 106, 80, 4106, 0.641, 0.574, 0.606, 0.912, 10.422
Hive, 206, 43, 140, 4046, 0.595, 0.827, 0.692, 0.906, 9.604
Maven, 154, 95, 141, 4045, 0.522, 0.618, 0.566, 0.892, 8.298
Poi, 200, 49, 106, 4080, 0.654, 0.803, 0.721, 0.914, 10.641
SpringFramework, 180, 69, 85, 4101, 0.679, 0.723, 0.700, 0.917, 11.098
Storm, 192, 57, 128, 4058, 0.600, 0.771, 0.675, 0.906, 9.687
Tomcat, 200, 49, 135, 4051, 0.597, 0.803, 0.685, 0.906, 9.634
Zookeeper, 176, 73, 141, 4045, 0.555, 0.707, 0.622, 0.899, 8.889
