Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 28, 46, 65, 2446, 0.301, 0.378, 0.335, 0.905, 9.517
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 25, 49, 13, 2498, 0.658, 0.338, 0.446, 0.956, 21.982
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 35, 39, 145, 2366, 0.194, 0.473, 0.276, 0.853, 5.792
JFreeChart, 32, 42, 72, 2439, 0.308, 0.432, 0.360, 0.907, 9.748
JMeter, 30, 44, 7, 2504, 0.811, 0.405, 0.541, 0.965, 27.324
JRuby, 29, 45, 17, 2494, 0.630, 0.392, 0.483, 0.955, 21.023
SQuirrel, 25, 49, 33, 2478, 0.431, 0.338, 0.379, 0.934, 14.057
Dubbo, 23, 51, 28, 2483, 0.451, 0.311, 0.368, 0.937, 14.754
Gradle, 24, 50, 39, 2472, 0.381, 0.324, 0.350, 0.925, 12.308
Groovy, 25, 49, 19, 2492, 0.568, 0.338, 0.424, 0.950, 18.848
Hive, 27, 47, 34, 2477, 0.443, 0.365, 0.400, 0.935, 14.462
Maven, 19, 55, 49, 2462, 0.279, 0.257, 0.268, 0.898, 8.761
Poi, 26, 48, 17, 2494, 0.605, 0.351, 0.444, 0.953, 20.122
SpringFramework, 22, 52, 27, 2484, 0.449, 0.297, 0.358, 0.936, 14.684
Storm, 25, 49, 37, 2474, 0.403, 0.338, 0.368, 0.929, 13.086
Tomcat, 27, 47, 23, 2488, 0.540, 0.365, 0.435, 0.947, 17.864
Zookeeper, 25, 49, 24, 2487, 0.510, 0.338, 0.407, 0.944, 16.823
