Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 98, 103, 125, 4147, 0.439, 0.488, 0.462, 0.898, 8.780
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 122, 79, 66, 4206, 0.649, 0.607, 0.627, 0.931, 13.441
EMF, 116, 85, 77, 4195, 0.601, 0.577, 0.589, 0.925, 12.375
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 102, 99, 184, 4088, 0.357, 0.507, 0.419, 0.874, 6.937
JFreeChart, 120, 81, 110, 4162, 0.522, 0.597, 0.557, 0.914, 10.611
JMeter, 126, 75, 42, 4230, 0.750, 0.627, 0.683, 0.940, 15.690
JRuby, 135, 66, 29, 4243, 0.823, 0.672, 0.740, 0.945, 17.319
Dubbo, 95, 106, 99, 4173, 0.490, 0.473, 0.481, 0.908, 9.897
Gradle, 92, 109, 52, 4220, 0.639, 0.458, 0.533, 0.930, 13.218
Groovy, 123, 78, 34, 4238, 0.783, 0.612, 0.687, 0.943, 16.434
Hive, 120, 81, 64, 4208, 0.652, 0.597, 0.623, 0.931, 13.513
Maven, 108, 93, 99, 4173, 0.522, 0.537, 0.529, 0.914, 10.611
Poi, 132, 69, 62, 4210, 0.680, 0.657, 0.668, 0.934, 14.142
SpringFramework, 120, 81, 59, 4213, 0.670, 0.597, 0.632, 0.933, 13.919
Storm, 125, 76, 58, 4214, 0.683, 0.622, 0.651, 0.934, 14.201
Tomcat, 135, 66, 76, 4196, 0.640, 0.672, 0.655, 0.930, 13.238
Zookeeper, 113, 88, 74, 4198, 0.604, 0.562, 0.582, 0.926, 12.447
