Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 21, 53, 40, 2471, 0.344, 0.284, 0.311, 0.917, 11.026
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 25, 49, 4, 2507, 0.862, 0.338, 0.485, 0.967, 29.114
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 31, 43, 99, 2412, 0.238, 0.419, 0.304, 0.880, 7.330
JFreeChart, 31, 43, 67, 2444, 0.316, 0.419, 0.360, 0.910, 10.050
JMeter, 29, 45, 8, 2503, 0.784, 0.392, 0.523, 0.963, 26.379
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 26, 48, 30, 2481, 0.464, 0.351, 0.400, 0.938, 15.219
Dubbo, 22, 52, 11, 2500, 0.667, 0.297, 0.411, 0.957, 22.288
Gradle, 22, 52, 29, 2482, 0.431, 0.297, 0.352, 0.934, 14.069
Groovy, 23, 51, 5, 2506, 0.821, 0.311, 0.451, 0.965, 27.694
Hive, 26, 48, 22, 2489, 0.542, 0.351, 0.426, 0.947, 17.922
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 25, 49, 14, 2497, 0.641, 0.338, 0.442, 0.955, 21.393
SpringFramework, 25, 49, 9, 2502, 0.735, 0.338, 0.463, 0.961, 24.686
Storm, 22, 52, 33, 2478, 0.400, 0.297, 0.341, 0.928, 12.973
Tomcat, 30, 44, 11, 2500, 0.732, 0.405, 0.522, 0.961, 24.560
Zookeeper, 25, 49, 22, 2489, 0.532, 0.338, 0.413, 0.946, 17.581
