Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 123, 126, 128, 4058, 0.490, 0.494, 0.492, 0.885, 7.728
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 189, 60, 87, 4099, 0.685, 0.759, 0.720, 0.918, 11.197
EMF, 181, 68, 115, 4071, 0.611, 0.727, 0.664, 0.908, 9.891
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 141, 108, 184, 4002, 0.434, 0.566, 0.491, 0.871, 6.727
JFreeChart, 181, 68, 204, 3982, 0.470, 0.727, 0.571, 0.881, 7.374
JMeter, 189, 60, 91, 4095, 0.675, 0.759, 0.715, 0.917, 11.023
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 195, 54, 117, 4069, 0.625, 0.783, 0.695, 0.910, 10.132
Dubbo, 158, 91, 92, 4094, 0.632, 0.635, 0.633, 0.911, 10.257
Gradle, 139, 110, 64, 4122, 0.685, 0.558, 0.615, 0.918, 11.196
Hive, 200, 49, 110, 4076, 0.645, 0.803, 0.716, 0.913, 10.491
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 197, 52, 110, 4076, 0.642, 0.791, 0.709, 0.913, 10.429
SpringFramework, 187, 62, 84, 4102, 0.690, 0.751, 0.719, 0.919, 11.290
Storm, 187, 62, 124, 4062, 0.601, 0.751, 0.668, 0.907, 9.710
Tomcat, 198, 51, 113, 4073, 0.637, 0.795, 0.707, 0.912, 10.340
Zookeeper, 172, 77, 108, 4078, 0.614, 0.691, 0.650, 0.909, 9.941
