Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 49, 146, 48, 4401, 0.505, 0.251, 0.336, 0.917, 11.030
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 18, 177, 18, 4431, 0.500, 0.092, 0.156, 0.916, 10.908
EMF, 50, 145, 29, 4420, 0.633, 0.256, 0.365, 0.934, 14.073
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 69, 126, 64, 4385, 0.519, 0.354, 0.421, 0.919, 11.355
JMeter, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 47, 148, 24, 4425, 0.662, 0.241, 0.353, 0.937, 14.765
Dubbo, 24, 171, 26, 4423, 0.480, 0.123, 0.196, 0.913, 10.431
Gradle, 30, 165, 14, 4435, 0.682, 0.154, 0.251, 0.938, 15.238
Groovy, 27, 168, 15, 4434, 0.643, 0.138, 0.228, 0.935, 14.310
Hive, 48, 147, 29, 4420, 0.623, 0.246, 0.353, 0.933, 13.846
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 45, 150, 22, 4427, 0.672, 0.231, 0.344, 0.937, 14.995
SpringFramework, 28, 167, 13, 4436, 0.683, 0.144, 0.237, 0.939, 15.264
Storm, 38, 157, 21, 4428, 0.644, 0.195, 0.299, 0.935, 14.339
Tomcat, 49, 146, 24, 4425, 0.671, 0.251, 0.366, 0.937, 14.986
Zookeeper, 29, 166, 22, 4427, 0.569, 0.149, 0.236, 0.926, 12.542
