Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 80, 121, 62, 4210, 0.563, 0.398, 0.466, 0.920, 11.537
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 124, 77, 44, 4228, 0.738, 0.617, 0.672, 0.939, 15.425
EMF, 132, 69, 74, 4198, 0.641, 0.657, 0.649, 0.930, 13.260
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 95, 106, 122, 4150, 0.438, 0.473, 0.455, 0.897, 8.742
JFreeChart, 111, 90, 101, 4171, 0.524, 0.552, 0.538, 0.914, 10.652
JMeter, 125, 76, 39, 4233, 0.762, 0.622, 0.685, 0.941, 15.962
JRuby, 131, 70, 28, 4244, 0.824, 0.652, 0.728, 0.945, 17.335
Dubbo, 100, 101, 72, 4200, 0.581, 0.498, 0.536, 0.923, 11.938
Gradle, 92, 109, 45, 4227, 0.672, 0.458, 0.544, 0.933, 13.944
Groovy, 109, 92, 21, 4251, 0.838, 0.542, 0.659, 0.946, 17.659
Hive, 118, 83, 54, 4218, 0.686, 0.587, 0.633, 0.934, 14.267
Maven, 108, 93, 80, 4192, 0.574, 0.537, 0.555, 0.922, 11.784
Poi, 131, 70, 51, 4221, 0.720, 0.652, 0.684, 0.938, 15.018
SpringFramework, 119, 82, 33, 4239, 0.783, 0.592, 0.674, 0.943, 16.422
Storm, 111, 90, 50, 4222, 0.689, 0.552, 0.613, 0.935, 14.343
Tomcat, 126, 75, 61, 4211, 0.674, 0.627, 0.649, 0.933, 13.994
Zookeeper, 106, 95, 51, 4221, 0.675, 0.527, 0.592, 0.933, 14.025
