Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 24, 78, 13, 2937, 0.649, 0.235, 0.345, 0.948, 18.409
EMF, 24, 78, 36, 2914, 0.400, 0.235, 0.296, 0.916, 10.969
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 47, 55, 108, 2842, 0.303, 0.461, 0.366, 0.890, 8.073
JFreeChart, 33, 69, 79, 2871, 0.295, 0.324, 0.308, 0.887, 7.816
JMeter, 29, 73, 25, 2925, 0.537, 0.284, 0.372, 0.938, 15.069
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 23, 79, 29, 2921, 0.442, 0.225, 0.299, 0.924, 12.235
Dubbo, 18, 84, 26, 2924, 0.409, 0.176, 0.247, 0.918, 11.241
Gradle, 15, 87, 25, 2925, 0.375, 0.147, 0.211, 0.911, 10.221
Groovy, 21, 81, 14, 2936, 0.600, 0.206, 0.307, 0.944, 16.953
Hive, 33, 69, 28, 2922, 0.541, 0.324, 0.405, 0.938, 15.187
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 30, 72, 31, 2919, 0.492, 0.294, 0.368, 0.932, 13.716
SpringFramework, 20, 82, 25, 2925, 0.444, 0.196, 0.272, 0.925, 12.298
Storm, 27, 75, 46, 2904, 0.370, 0.265, 0.309, 0.910, 10.067
Tomcat, 43, 59, 36, 2914, 0.544, 0.422, 0.475, 0.939, 15.286
Zookeeper, 32, 70, 42, 2908, 0.432, 0.314, 0.364, 0.923, 11.939
