Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 64, 72, 41, 1042, 0.610, 0.471, 0.531, 0.817, 4.463
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 95, 41, 38, 1045, 0.714, 0.699, 0.706, 0.844, 5.402
EMF, 98, 38, 49, 1034, 0.667, 0.721, 0.693, 0.833, 4.975
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 88, 48, 86, 997, 0.506, 0.647, 0.568, 0.779, 3.533
JFreeChart, 99, 37, 59, 1024, 0.627, 0.728, 0.673, 0.822, 4.616
JMeter, 90, 46, 39, 1044, 0.698, 0.662, 0.679, 0.840, 5.253
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 100, 36, 50, 1033, 0.667, 0.735, 0.699, 0.833, 4.975
Dubbo, 75, 61, 39, 1044, 0.658, 0.551, 0.600, 0.830, 4.897
Gradle, 79, 57, 25, 1058, 0.760, 0.581, 0.658, 0.853, 5.809
Groovy, 84, 52, 35, 1048, 0.706, 0.618, 0.659, 0.842, 5.327
Hive, 91, 45, 45, 1038, 0.669, 0.669, 0.669, 0.833, 4.997
Poi, 99, 37, 37, 1046, 0.728, 0.728, 0.728, 0.847, 5.525
SpringFramework, 88, 48, 38, 1045, 0.698, 0.647, 0.672, 0.840, 5.260
Storm, 87, 49, 45, 1038, 0.659, 0.640, 0.649, 0.831, 4.908
Tomcat, 95, 41, 39, 1044, 0.709, 0.699, 0.704, 0.843, 5.355
Zookeeper, 89, 47, 43, 1040, 0.674, 0.654, 0.664, 0.835, 5.043
