Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 53, 47, 136, 2257, 0.280, 0.530, 0.367, 0.857, 5.991
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 79, 21, 180, 2213, 0.305, 0.790, 0.440, 0.868, 6.604
EMF, 51, 49, 71, 2322, 0.418, 0.510, 0.459, 0.904, 9.422
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 60, 40, 212, 2181, 0.221, 0.600, 0.323, 0.818, 4.499
JFreeChart, 83, 17, 71, 2322, 0.539, 0.830, 0.654, 0.926, 12.436
JMeter, 75, 25, 115, 2278, 0.395, 0.750, 0.517, 0.898, 8.841
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 55, 45, 122, 2271, 0.311, 0.550, 0.397, 0.871, 6.747
Dubbo, 44, 56, 108, 2285, 0.289, 0.440, 0.349, 0.861, 6.217
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 56, 44, 150, 2243, 0.272, 0.560, 0.366, 0.852, 5.777
Hive, 81, 19, 139, 2254, 0.368, 0.810, 0.506, 0.891, 8.179
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 75, 25, 99, 2294, 0.431, 0.750, 0.547, 0.907, 9.746
SpringFramework, 74, 26, 108, 2285, 0.407, 0.740, 0.525, 0.901, 9.136
Storm, 72, 28, 313, 2080, 0.187, 0.720, 0.297, 0.786, 3.662
Tomcat, 76, 24, 275, 2118, 0.217, 0.760, 0.337, 0.815, 4.398
Zookeeper, 68, 32, 173, 2220, 0.282, 0.680, 0.399, 0.858, 6.034
