Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 732, 236, 401, 4056, 0.646, 0.756, 0.697, 0.724, 2.621
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 801, 167, 550, 3907, 0.593, 0.827, 0.691, 0.699, 2.323
EMF, 858, 110, 372, 4085, 0.698, 0.886, 0.781, 0.744, 2.909
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 820, 148, 529, 3928, 0.608, 0.847, 0.708, 0.706, 2.407
JFreeChart, 836, 132, 460, 3997, 0.645, 0.864, 0.739, 0.723, 2.615
JMeter, 698, 270, 297, 4160, 0.702, 0.721, 0.711, 0.746, 2.931
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 776, 192, 395, 4062, 0.663, 0.802, 0.726, 0.731, 2.714
Dubbo, 223, 745, 271, 4186, 0.451, 0.230, 0.305, 0.605, 1.530
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 345, 623, 266, 4191, 0.565, 0.356, 0.437, 0.684, 2.164
Hive, 720, 248, 375, 4082, 0.658, 0.744, 0.698, 0.729, 2.685
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 704, 264, 359, 4098, 0.662, 0.727, 0.693, 0.731, 2.712
SpringFramework, 703, 265, 380, 4077, 0.649, 0.726, 0.686, 0.725, 2.638
Storm, 594, 374, 479, 3978, 0.554, 0.614, 0.582, 0.678, 2.102
Tomcat, 685, 283, 456, 4001, 0.600, 0.708, 0.650, 0.703, 2.365
Zookeeper, 561, 407, 347, 4110, 0.618, 0.580, 0.598, 0.711, 2.463
