Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 65, 32, 627, 6987, 0.094, 0.670, 0.165, 0.866, 6.467
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 67, 30, 810, 6804, 0.076, 0.691, 0.138, 0.835, 5.073
EMF, 74, 23, 639, 6975, 0.104, 0.763, 0.183, 0.879, 7.251
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 69, 28, 852, 6762, 0.075, 0.711, 0.136, 0.832, 4.956
JFreeChart, 66, 31, 678, 6936, 0.089, 0.680, 0.157, 0.858, 6.052
JMeter, 59, 38, 391, 7223, 0.131, 0.608, 0.216, 0.904, 9.423
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 64, 33, 694, 6920, 0.084, 0.660, 0.150, 0.851, 5.712
Dubbo, 19, 78, 475, 7139, 0.038, 0.196, 0.064, 0.673, 2.057
Gradle, 17, 80, 204, 7410, 0.077, 0.175, 0.107, 0.836, 5.115
Groovy, 42, 55, 357, 7257, 0.105, 0.433, 0.169, 0.880, 7.368
Hive, 56, 41, 530, 7084, 0.096, 0.577, 0.164, 0.868, 6.597
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 71, 26, 622, 6992, 0.102, 0.732, 0.180, 0.877, 7.144
SpringFramework, 79, 18, 339, 7275, 0.189, 0.814, 0.307, 0.933, 14.024
Storm, 66, 31, 651, 6963, 0.092, 0.680, 0.162, 0.863, 6.318
Tomcat, 57, 40, 455, 7159, 0.111, 0.588, 0.187, 0.887, 7.850
Zookeeper, 60, 37, 514, 7100, 0.105, 0.619, 0.179, 0.880, 7.310
