Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 77, 117, 153, 4296, 0.335, 0.397, 0.363, 0.875, 7.012
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 85, 109, 288, 4161, 0.228, 0.438, 0.300, 0.817, 4.454
EMF, 58, 136, 270, 4179, 0.177, 0.299, 0.222, 0.764, 3.232
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 151, 43, 149, 4300, 0.503, 0.778, 0.611, 0.917, 11.046
JFreeChart, 91, 103, 195, 4254, 0.318, 0.469, 0.379, 0.869, 6.615
JMeter, 54, 140, 128, 4321, 0.297, 0.278, 0.287, 0.859, 6.101
JRuby, 97, 97, 134, 4315, 0.420, 0.500, 0.456, 0.900, 9.050
SQuirrel, 89, 105, 179, 4270, 0.332, 0.459, 0.385, 0.874, 6.948
Dubbo, 41, 153, 171, 4278, 0.193, 0.211, 0.202, 0.784, 3.629
Gradle, 39, 155, 56, 4393, 0.411, 0.201, 0.270, 0.898, 8.825
Groovy, 46, 148, 153, 4296, 0.231, 0.237, 0.234, 0.819, 4.532
Hive, 95, 99, 147, 4302, 0.393, 0.490, 0.436, 0.894, 8.395
Maven, 51, 143, 173, 4276, 0.228, 0.263, 0.244, 0.816, 4.449
Poi, 78, 116, 368, 4081, 0.175, 0.402, 0.244, 0.761, 3.186
SpringFramework, 68, 126, 119, 4330, 0.364, 0.351, 0.357, 0.885, 7.703
Storm, 70, 124, 184, 4265, 0.276, 0.361, 0.312, 0.848, 5.596
Tomcat, 77, 117, 156, 4293, 0.330, 0.397, 0.361, 0.874, 6.909
Zookeeper, 74, 120, 254, 4195, 0.226, 0.381, 0.284, 0.815, 4.400
