Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 93, 108, 114, 4158, 0.449, 0.463, 0.456, 0.900, 8.998
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 126, 75, 72, 4200, 0.636, 0.627, 0.632, 0.929, 13.161
EMF, 122, 79, 74, 4198, 0.622, 0.607, 0.615, 0.928, 12.852
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 99, 102, 170, 4102, 0.368, 0.493, 0.421, 0.878, 7.190
JFreeChart, 130, 71, 109, 4163, 0.544, 0.647, 0.591, 0.917, 11.105
JMeter, 131, 70, 50, 4222, 0.724, 0.652, 0.686, 0.938, 15.106
JRuby, 141, 60, 38, 4234, 0.788, 0.701, 0.742, 0.943, 16.529
Dubbo, 102, 99, 127, 4145, 0.445, 0.507, 0.474, 0.899, 8.912
Gradle, 104, 97, 62, 4210, 0.627, 0.517, 0.567, 0.928, 12.942
Groovy, 121, 80, 47, 4225, 0.720, 0.602, 0.656, 0.938, 15.028
Hive, 126, 75, 67, 4205, 0.653, 0.627, 0.640, 0.931, 13.528
Maven, 113, 88, 113, 4159, 0.500, 0.562, 0.529, 0.910, 10.127
Poi, 129, 72, 66, 4206, 0.662, 0.642, 0.652, 0.932, 13.722
SpringFramework, 124, 77, 31, 4241, 0.800, 0.617, 0.697, 0.944, 16.803
Storm, 127, 74, 94, 4178, 0.575, 0.632, 0.602, 0.922, 11.788
Tomcat, 139, 62, 87, 4185, 0.615, 0.692, 0.651, 0.927, 12.687
Zookeeper, 105, 96, 100, 4172, 0.512, 0.522, 0.517, 0.912, 10.398
