Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 143, 106, 174, 4012, 0.451, 0.574, 0.505, 0.876, 7.035
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 193, 56, 106, 4080, 0.645, 0.775, 0.704, 0.913, 10.497
EMF, 176, 73, 122, 4064, 0.591, 0.707, 0.644, 0.905, 9.519
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 152, 97, 265, 3921, 0.365, 0.610, 0.456, 0.846, 5.492
JFreeChart, 195, 54, 256, 3930, 0.432, 0.783, 0.557, 0.870, 6.701
JMeter, 194, 55, 101, 4085, 0.658, 0.779, 0.713, 0.915, 10.713
JRuby, 204, 45, 104, 4082, 0.662, 0.819, 0.732, 0.915, 10.797
SQuirrel, 200, 49, 154, 4032, 0.565, 0.803, 0.663, 0.901, 9.063
Dubbo, 158, 91, 123, 4063, 0.562, 0.635, 0.596, 0.900, 9.015
Gradle, 152, 97, 100, 4086, 0.603, 0.610, 0.607, 0.907, 9.743
Hive, 207, 42, 136, 4050, 0.603, 0.831, 0.699, 0.907, 9.749
Maven, 154, 95, 170, 4016, 0.475, 0.618, 0.538, 0.882, 7.466
Poi, 198, 51, 117, 4069, 0.629, 0.795, 0.702, 0.911, 10.196
SpringFramework, 191, 58, 88, 4098, 0.685, 0.767, 0.723, 0.918, 11.193
Storm, 194, 55, 166, 4020, 0.539, 0.779, 0.637, 0.896, 8.598
Tomcat, 204, 45, 144, 4042, 0.586, 0.819, 0.683, 0.904, 9.441
Zookeeper, 152, 97, 142, 4044, 0.517, 0.610, 0.560, 0.891, 8.209
