Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 83, 53, 51, 1032, 0.619, 0.610, 0.615, 0.820, 4.552
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 94, 42, 41, 1042, 0.696, 0.691, 0.694, 0.840, 5.241
EMF, 97, 39, 49, 1034, 0.664, 0.713, 0.688, 0.832, 4.955
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 86, 50, 120, 963, 0.417, 0.632, 0.503, 0.733, 2.742
JFreeChart, 107, 29, 80, 1003, 0.572, 0.787, 0.663, 0.805, 4.129
JMeter, 90, 46, 41, 1042, 0.687, 0.662, 0.674, 0.838, 5.158
JRuby, 96, 40, 49, 1034, 0.662, 0.706, 0.683, 0.831, 4.934
SQuirrel, 102, 34, 58, 1025, 0.638, 0.750, 0.689, 0.825, 4.714
Dubbo, 78, 58, 45, 1038, 0.634, 0.574, 0.602, 0.824, 4.684
Gradle, 84, 52, 28, 1055, 0.750, 0.618, 0.677, 0.851, 5.722
Groovy, 89, 47, 62, 1021, 0.589, 0.654, 0.620, 0.811, 4.283
Hive, 94, 42, 55, 1028, 0.631, 0.691, 0.660, 0.823, 4.655
Poi, 102, 34, 48, 1035, 0.680, 0.750, 0.713, 0.836, 5.095
SpringFramework, 87, 49, 37, 1046, 0.702, 0.640, 0.669, 0.841, 5.289
Storm, 93, 43, 68, 1015, 0.578, 0.684, 0.626, 0.807, 4.178
Tomcat, 96, 40, 49, 1034, 0.662, 0.706, 0.683, 0.831, 4.934
Zookeeper, 81, 55, 54, 1029, 0.600, 0.596, 0.598, 0.814, 4.378
