Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 182, 201, 91, 3178, 0.667, 0.475, 0.555, 0.843, 5.357
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 308, 75, 42, 3227, 0.880, 0.804, 0.840, 0.881, 7.391
EMF, 192, 191, 59, 3210, 0.765, 0.501, 0.606, 0.863, 6.294
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 184, 199, 148, 3121, 0.554, 0.480, 0.515, 0.811, 4.285
JFreeChart, 289, 94, 150, 3119, 0.658, 0.755, 0.703, 0.841, 5.277
JMeter, 228, 155, 48, 3221, 0.826, 0.595, 0.692, 0.873, 6.877
SQuirrel, 215, 168, 80, 3189, 0.729, 0.561, 0.634, 0.856, 5.949
Dubbo, 263, 120, 65, 3204, 0.802, 0.687, 0.740, 0.869, 6.646
Gradle, 143, 240, 39, 3230, 0.786, 0.373, 0.506, 0.867, 6.492
Groovy, 215, 168, 37, 3232, 0.853, 0.561, 0.677, 0.877, 7.135
Hive, 307, 76, 72, 3197, 0.810, 0.802, 0.806, 0.871, 6.724
Maven, 182, 201, 69, 3200, 0.725, 0.475, 0.574, 0.855, 5.914
Poi, 311, 72, 59, 3210, 0.841, 0.812, 0.826, 0.875, 7.015
SpringFramework, 215, 168, 43, 3226, 0.833, 0.561, 0.671, 0.874, 6.946
Storm, 263, 120, 99, 3170, 0.727, 0.687, 0.706, 0.856, 5.928
Tomcat, 329, 54, 69, 3200, 0.827, 0.859, 0.843, 0.873, 6.882
Zookeeper, 232, 151, 100, 3169, 0.699, 0.606, 0.649, 0.850, 5.663
