Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 29, 73, 24, 2926, 0.547, 0.284, 0.374, 0.939, 15.372
EMF, 23, 79, 43, 2907, 0.348, 0.225, 0.274, 0.904, 9.427
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 47, 55, 177, 2773, 0.210, 0.461, 0.288, 0.841, 5.278
JFreeChart, 32, 70, 81, 2869, 0.283, 0.314, 0.298, 0.882, 7.473
JMeter, 31, 71, 40, 2910, 0.437, 0.304, 0.358, 0.923, 12.064
JRuby, 35, 67, 22, 2928, 0.614, 0.343, 0.440, 0.946, 17.373
SQuirrel, 30, 72, 47, 2903, 0.390, 0.294, 0.335, 0.914, 10.658
Dubbo, 22, 80, 54, 2896, 0.289, 0.216, 0.247, 0.885, 7.662
Gradle, 18, 84, 30, 2920, 0.375, 0.176, 0.240, 0.911, 10.221
Groovy, 23, 79, 24, 2926, 0.489, 0.225, 0.309, 0.932, 13.642
Hive, 35, 67, 38, 2912, 0.479, 0.343, 0.400, 0.930, 13.346
Maven, 34, 68, 79, 2871, 0.301, 0.333, 0.316, 0.889, 8.003
Poi, 32, 70, 44, 2906, 0.421, 0.314, 0.360, 0.921, 11.599
SpringFramework, 20, 82, 26, 2924, 0.435, 0.196, 0.270, 0.923, 12.009
Storm, 35, 67, 68, 2882, 0.340, 0.343, 0.341, 0.902, 9.168
Tomcat, 47, 55, 55, 2895, 0.461, 0.461, 0.461, 0.927, 12.787
Zookeeper, 34, 68, 67, 2883, 0.337, 0.333, 0.335, 0.901, 9.073
