Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 39, 156, 33, 4416, 0.542, 0.200, 0.292, 0.922, 11.900
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 30, 165, 19, 4430, 0.612, 0.154, 0.246, 0.931, 13.581
EMF, 44, 151, 19, 4430, 0.698, 0.226, 0.341, 0.940, 15.633
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 50, 145, 56, 4393, 0.472, 0.256, 0.332, 0.911, 10.234
JMeter, 27, 168, 15, 4434, 0.643, 0.138, 0.228, 0.935, 14.310
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 42, 153, 20, 4429, 0.677, 0.215, 0.327, 0.938, 15.133
Dubbo, 20, 175, 19, 4430, 0.513, 0.103, 0.171, 0.918, 11.213
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 21, 174, 12, 4437, 0.636, 0.108, 0.184, 0.934, 14.155
Hive, 50, 145, 20, 4429, 0.714, 0.256, 0.377, 0.941, 16.011
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 31, 164, 12, 4437, 0.721, 0.159, 0.261, 0.942, 16.169
SpringFramework, 21, 174, 10, 4439, 0.677, 0.108, 0.186, 0.938, 15.133
Storm, 29, 166, 13, 4436, 0.690, 0.149, 0.245, 0.939, 15.444
Tomcat, 47, 148, 24, 4425, 0.662, 0.241, 0.353, 0.937, 14.765
Zookeeper, 31, 164, 23, 4426, 0.574, 0.159, 0.249, 0.927, 12.672
