Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 125, 124, 116, 4070, 0.519, 0.502, 0.510, 0.892, 8.238
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 185, 64, 84, 4102, 0.688, 0.743, 0.714, 0.918, 11.249
EMF, 170, 79, 104, 4082, 0.620, 0.683, 0.650, 0.910, 10.051
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 133, 116, 193, 3993, 0.408, 0.534, 0.463, 0.862, 6.267
JFreeChart, 174, 75, 185, 4001, 0.485, 0.699, 0.572, 0.884, 7.633
JMeter, 190, 59, 78, 4108, 0.709, 0.763, 0.735, 0.921, 11.627
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 195, 54, 119, 4067, 0.621, 0.783, 0.693, 0.910, 10.061
Dubbo, 158, 91, 74, 4112, 0.681, 0.635, 0.657, 0.918, 11.130
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 195, 54, 108, 4078, 0.644, 0.783, 0.707, 0.913, 10.463
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 194, 55, 102, 4084, 0.655, 0.779, 0.712, 0.914, 10.674
SpringFramework, 180, 69, 76, 4110, 0.703, 0.723, 0.713, 0.920, 11.524
Storm, 171, 78, 77, 4109, 0.690, 0.687, 0.688, 0.919, 11.281
Tomcat, 186, 63, 106, 4080, 0.637, 0.747, 0.688, 0.912, 10.346
Zookeeper, 153, 96, 100, 4086, 0.605, 0.614, 0.610, 0.907, 9.771
