Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 87, 114, 54, 4218, 0.617, 0.433, 0.509, 0.927, 12.731
ArgoUML, 114, 87, 58, 4214, 0.663, 0.567, 0.611, 0.932, 13.750
Columba, 125, 76, 51, 4221, 0.710, 0.622, 0.663, 0.937, 14.805
EMF, 118, 83, 58, 4214, 0.670, 0.587, 0.626, 0.933, 13.920
Hibernate, 121, 80, 61, 4211, 0.665, 0.602, 0.632, 0.932, 13.795
JEdit, 92, 109, 108, 4164, 0.460, 0.458, 0.459, 0.902, 9.237
JFreeChart, 109, 92, 72, 4200, 0.602, 0.542, 0.571, 0.925, 12.401
JMeter, 123, 78, 25, 4247, 0.831, 0.612, 0.705, 0.946, 17.495
JRuby, 131, 70, 28, 4244, 0.824, 0.652, 0.728, 0.945, 17.335
Dubbo, 99, 102, 54, 4218, 0.647, 0.493, 0.559, 0.931, 13.399
Gradle, 89, 112, 43, 4229, 0.674, 0.443, 0.535, 0.933, 14.004
Groovy, 104, 97, 19, 4253, 0.846, 0.517, 0.642, 0.947, 17.816
Hive, 122, 79, 43, 4229, 0.739, 0.607, 0.667, 0.939, 15.454
Maven, 108, 93, 80, 4192, 0.574, 0.537, 0.555, 0.922, 11.784
Poi, 119, 82, 44, 4228, 0.730, 0.592, 0.654, 0.938, 15.247
SpringFramework, 117, 84, 21, 4251, 0.848, 0.582, 0.690, 0.947, 17.867
Storm, 98, 103, 44, 4228, 0.690, 0.488, 0.571, 0.935, 14.358
Tomcat, 131, 70, 64, 4208, 0.672, 0.652, 0.662, 0.933, 13.950
Zookeeper, 103, 98, 58, 4214, 0.640, 0.512, 0.569, 0.930, 13.237
