Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 152, 231, 61, 3208, 0.714, 0.397, 0.510, 0.853, 5.804
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 293, 90, 34, 3235, 0.896, 0.765, 0.825, 0.883, 7.544
EMF, 186, 197, 55, 3214, 0.772, 0.486, 0.596, 0.864, 6.359
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 193, 190, 112, 3157, 0.633, 0.504, 0.561, 0.834, 5.034
JFreeChart, 277, 106, 109, 3160, 0.718, 0.723, 0.720, 0.854, 5.843
JMeter, 210, 173, 32, 3237, 0.868, 0.548, 0.672, 0.879, 7.274
SQuirrel, 196, 187, 49, 3220, 0.800, 0.512, 0.624, 0.869, 6.628
Dubbo, 279, 104, 38, 3231, 0.880, 0.728, 0.797, 0.881, 7.392
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 205, 178, 29, 3240, 0.876, 0.535, 0.665, 0.880, 7.354
Hive, 294, 89, 54, 3215, 0.845, 0.768, 0.804, 0.876, 7.056
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 299, 84, 45, 3224, 0.869, 0.781, 0.823, 0.879, 7.288
SpringFramework, 200, 183, 26, 3243, 0.885, 0.522, 0.657, 0.881, 7.438
Storm, 199, 184, 39, 3230, 0.836, 0.520, 0.641, 0.875, 6.973
Tomcat, 315, 68, 57, 3212, 0.847, 0.822, 0.834, 0.876, 7.074
Zookeeper, 211, 172, 70, 3199, 0.751, 0.551, 0.636, 0.860, 6.160
