Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 29, 73, 14, 2936, 0.674, 0.284, 0.400, 0.950, 19.180
EMF, 23, 79, 38, 2912, 0.377, 0.225, 0.282, 0.911, 10.282
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 43, 59, 94, 2856, 0.314, 0.422, 0.360, 0.894, 8.391
JFreeChart, 30, 72, 55, 2895, 0.353, 0.294, 0.321, 0.905, 9.561
JMeter, 27, 75, 24, 2926, 0.529, 0.265, 0.353, 0.937, 14.841
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 22, 80, 21, 2929, 0.512, 0.216, 0.303, 0.935, 14.309
Dubbo, 16, 86, 21, 2929, 0.432, 0.157, 0.230, 0.923, 11.939
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 22, 80, 15, 2935, 0.595, 0.216, 0.317, 0.944, 16.791
Hive, 37, 65, 34, 2916, 0.521, 0.363, 0.428, 0.936, 14.593
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 25, 77, 26, 2924, 0.490, 0.245, 0.327, 0.932, 13.667
SpringFramework, 17, 85, 20, 2930, 0.459, 0.167, 0.245, 0.927, 12.748
Storm, 26, 76, 24, 2926, 0.520, 0.255, 0.342, 0.936, 14.559
Tomcat, 39, 63, 37, 2913, 0.513, 0.382, 0.438, 0.935, 14.354
Zookeeper, 29, 73, 35, 2915, 0.453, 0.284, 0.349, 0.926, 12.558
