Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 21, 53, 17, 2494, 0.553, 0.284, 0.375, 0.948, 18.305
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 22, 52, 9, 2502, 0.710, 0.297, 0.419, 0.960, 23.791
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 29, 45, 102, 2409, 0.221, 0.392, 0.283, 0.871, 6.733
JFreeChart, 28, 46, 51, 2460, 0.354, 0.378, 0.366, 0.919, 11.381
JMeter, 28, 46, 6, 2505, 0.824, 0.378, 0.519, 0.965, 27.768
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 25, 49, 21, 2490, 0.543, 0.338, 0.417, 0.947, 17.985
Dubbo, 22, 52, 9, 2502, 0.710, 0.297, 0.419, 0.960, 23.791
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 22, 52, 13, 2498, 0.629, 0.297, 0.404, 0.954, 20.958
Hive, 24, 50, 19, 2492, 0.558, 0.324, 0.410, 0.949, 18.497
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 25, 49, 14, 2497, 0.641, 0.338, 0.442, 0.955, 21.393
SpringFramework, 24, 50, 8, 2503, 0.750, 0.324, 0.453, 0.962, 25.199
Storm, 17, 57, 20, 2491, 0.459, 0.230, 0.306, 0.938, 15.050
Tomcat, 29, 45, 16, 2495, 0.644, 0.392, 0.487, 0.956, 21.512
Zookeeper, 23, 51, 24, 2487, 0.489, 0.311, 0.380, 0.942, 16.095
