Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 510, 458, 336, 4121, 0.603, 0.527, 0.562, 0.704, 2.379
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 625, 343, 346, 4111, 0.644, 0.646, 0.645, 0.723, 2.607
EMF, 869, 99, 450, 4007, 0.659, 0.898, 0.760, 0.729, 2.692
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 814, 154, 457, 4000, 0.640, 0.841, 0.727, 0.721, 2.589
JFreeChart, 822, 146, 417, 4040, 0.663, 0.849, 0.745, 0.731, 2.718
JMeter, 723, 245, 301, 4156, 0.706, 0.747, 0.726, 0.747, 2.957
JRuby, 701, 267, 391, 4066, 0.642, 0.724, 0.681, 0.722, 2.598
SQuirrel, 795, 173, 339, 4118, 0.701, 0.821, 0.756, 0.745, 2.929
Dubbo, 286, 682, 204, 4253, 0.584, 0.295, 0.392, 0.694, 2.271
Gradle, 198, 770, 141, 4316, 0.584, 0.205, 0.303, 0.695, 2.273
Groovy, 418, 550, 198, 4259, 0.679, 0.432, 0.528, 0.737, 2.803
Hive, 670, 298, 335, 4122, 0.667, 0.692, 0.679, 0.732, 2.736
Maven, 281, 687, 283, 4174, 0.498, 0.290, 0.367, 0.642, 1.792
Poi, 628, 340, 315, 4142, 0.666, 0.649, 0.657, 0.732, 2.732
SpringFramework, 605, 363, 286, 4171, 0.679, 0.625, 0.651, 0.737, 2.805
Storm, 715, 253, 437, 4020, 0.621, 0.739, 0.675, 0.713, 2.478
Tomcat, 695, 273, 381, 4076, 0.646, 0.718, 0.680, 0.724, 2.620
Zookeeper, 555, 413, 341, 4116, 0.619, 0.573, 0.595, 0.712, 2.471
