Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 30, 54, 68, 1496, 0.306, 0.357, 0.330, 0.833, 5.006
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 60, 24, 112, 1452, 0.349, 0.714, 0.469, 0.854, 5.844
EMF, 43, 41, 100, 1464, 0.301, 0.512, 0.379, 0.830, 4.899
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 48, 36, 133, 1431, 0.265, 0.571, 0.362, 0.808, 4.203
JFreeChart, 52, 32, 87, 1477, 0.374, 0.619, 0.466, 0.864, 6.339
JMeter, 63, 21, 58, 1506, 0.521, 0.750, 0.615, 0.902, 9.215
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 42, 42, 62, 1502, 0.404, 0.500, 0.447, 0.874, 6.923
Dubbo, 64, 20, 7, 1557, 0.901, 0.762, 0.826, 0.943, 16.685
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 51, 33, 60, 1504, 0.459, 0.607, 0.523, 0.889, 8.014
Hive, 65, 19, 66, 1498, 0.496, 0.774, 0.605, 0.897, 8.735
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 58, 26, 97, 1467, 0.374, 0.690, 0.485, 0.864, 6.341
SpringFramework, 58, 26, 69, 1495, 0.457, 0.690, 0.550, 0.888, 7.960
Storm, 62, 22, 145, 1419, 0.300, 0.738, 0.426, 0.830, 4.876
Tomcat, 60, 24, 74, 1490, 0.448, 0.714, 0.550, 0.886, 7.785
Zookeeper, 60, 24, 83, 1481, 0.420, 0.714, 0.529, 0.879, 7.232
