Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 57, 40, 387, 7227, 0.128, 0.588, 0.211, 0.902, 9.205
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 58, 39, 643, 6971, 0.083, 0.598, 0.145, 0.848, 5.577
EMF, 71, 26, 735, 6879, 0.088, 0.732, 0.157, 0.857, 6.003
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 68, 29, 774, 6840, 0.081, 0.701, 0.145, 0.844, 5.420
JFreeChart, 66, 31, 627, 6987, 0.095, 0.680, 0.167, 0.868, 6.571
JMeter, 59, 38, 363, 7251, 0.140, 0.608, 0.227, 0.910, 10.114
JRuby, 63, 34, 453, 7161, 0.122, 0.649, 0.206, 0.897, 8.706
SQuirrel, 69, 28, 612, 7002, 0.101, 0.711, 0.177, 0.876, 7.055
Dubbo, 27, 70, 435, 7179, 0.058, 0.278, 0.097, 0.785, 3.646
Gradle, 17, 80, 204, 7410, 0.077, 0.175, 0.107, 0.836, 5.115
Groovy, 48, 49, 260, 7354, 0.156, 0.495, 0.237, 0.919, 11.389
Hive, 56, 41, 436, 7178, 0.114, 0.577, 0.190, 0.889, 8.048
Maven, 35, 62, 622, 6992, 0.053, 0.361, 0.093, 0.764, 3.235
Poi, 60, 37, 540, 7074, 0.100, 0.619, 0.172, 0.874, 6.949
SpringFramework, 80, 17, 234, 7380, 0.255, 0.825, 0.389, 0.951, 19.253
Storm, 69, 28, 402, 7212, 0.146, 0.711, 0.243, 0.914, 10.646
Tomcat, 62, 35, 383, 7231, 0.139, 0.639, 0.229, 0.910, 10.076
Zookeeper, 61, 36, 647, 6967, 0.086, 0.629, 0.152, 0.854, 5.849
