Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 47, 53, 135, 2258, 0.258, 0.470, 0.333, 0.845, 5.438
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 73, 27, 157, 2236, 0.317, 0.730, 0.442, 0.874, 6.913
EMF, 55, 45, 96, 2297, 0.364, 0.550, 0.438, 0.890, 8.080
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 57, 43, 161, 2232, 0.261, 0.570, 0.358, 0.847, 5.518
JFreeChart, 84, 16, 62, 2331, 0.575, 0.840, 0.683, 0.930, 13.343
JMeter, 75, 25, 110, 2283, 0.405, 0.750, 0.526, 0.901, 9.107
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 54, 46, 160, 2233, 0.252, 0.540, 0.344, 0.841, 5.291
Dubbo, 41, 59, 101, 2292, 0.289, 0.410, 0.339, 0.861, 6.198
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 57, 43, 103, 2290, 0.356, 0.570, 0.438, 0.887, 7.881
Hive, 82, 18, 220, 2173, 0.272, 0.820, 0.408, 0.852, 5.769
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 73, 27, 102, 2291, 0.417, 0.730, 0.531, 0.904, 9.399
SpringFramework, 70, 30, 110, 2283, 0.389, 0.700, 0.500, 0.897, 8.695
Storm, 72, 28, 205, 2188, 0.260, 0.720, 0.382, 0.846, 5.480
Tomcat, 74, 26, 198, 2195, 0.272, 0.740, 0.398, 0.853, 5.782
Zookeeper, 72, 28, 138, 2255, 0.343, 0.720, 0.465, 0.883, 7.547
