Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 48, 43, 199, 3348, 0.194, 0.527, 0.284, 0.871, 6.769
ArgoUML, 55, 36, 447, 3100, 0.110, 0.604, 0.185, 0.772, 3.380
Columba, 52, 39, 253, 3294, 0.170, 0.571, 0.263, 0.853, 5.816
EMF, 58, 33, 457, 3090, 0.113, 0.637, 0.191, 0.778, 3.502
Hibernate, 61, 30, 311, 3236, 0.164, 0.670, 0.263, 0.847, 5.556
JEdit, 63, 28, 369, 3178, 0.146, 0.692, 0.241, 0.828, 4.830
JFreeChart, 59, 32, 310, 3237, 0.160, 0.648, 0.257, 0.844, 5.392
JMeter, 59, 32, 173, 3374, 0.254, 0.648, 0.365, 0.902, 9.167
JRuby, 59, 32, 192, 3355, 0.235, 0.648, 0.345, 0.894, 8.397
SQuirrel, 58, 33, 221, 3326, 0.208, 0.637, 0.314, 0.880, 7.311
Dubbo, 22, 69, 162, 3385, 0.120, 0.242, 0.160, 0.791, 3.780
Gradle, 25, 66, 74, 3473, 0.253, 0.275, 0.263, 0.901, 9.095
Groovy, 36, 55, 127, 3420, 0.221, 0.396, 0.283, 0.887, 7.830
Hive, 51, 40, 140, 3407, 0.267, 0.560, 0.362, 0.906, 9.675
Maven, 27, 64, 256, 3291, 0.095, 0.297, 0.144, 0.738, 2.814
Poi, 49, 42, 169, 3378, 0.225, 0.538, 0.317, 0.889, 7.986
SpringFramework, 42, 49, 209, 3338, 0.167, 0.462, 0.246, 0.851, 5.690
Storm, 74, 17, 93, 3454, 0.443, 0.813, 0.574, 0.944, 16.715
Tomcat, 58, 33, 148, 3399, 0.282, 0.637, 0.391, 0.911, 10.256
Zookeeper, 57, 34, 209, 3338, 0.214, 0.626, 0.319, 0.883, 7.567
