Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 35, 62, 414, 7200, 0.078, 0.361, 0.128, 0.839, 5.197
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 75, 22, 948, 6666, 0.073, 0.773, 0.134, 0.828, 4.828
EMF, 74, 23, 619, 6995, 0.107, 0.763, 0.187, 0.882, 7.489
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 73, 24, 960, 6654, 0.071, 0.753, 0.129, 0.822, 4.618
JFreeChart, 70, 27, 815, 6799, 0.079, 0.722, 0.143, 0.841, 5.288
JMeter, 58, 39, 452, 7162, 0.114, 0.598, 0.191, 0.889, 8.041
JRuby, 69, 28, 527, 7087, 0.116, 0.711, 0.199, 0.891, 8.203
SQuirrel, 73, 24, 839, 6775, 0.080, 0.753, 0.145, 0.843, 5.363
Dubbo, 29, 68, 811, 6803, 0.035, 0.299, 0.062, 0.636, 1.744
Gradle, 40, 57, 230, 7384, 0.148, 0.412, 0.218, 0.915, 10.777
Groovy, 48, 49, 455, 7159, 0.095, 0.495, 0.160, 0.868, 6.586
Hive, 64, 33, 598, 7016, 0.097, 0.660, 0.169, 0.870, 6.685
Maven, 31, 66, 595, 7019, 0.050, 0.320, 0.086, 0.746, 2.937
Poi, 73, 24, 930, 6684, 0.073, 0.753, 0.133, 0.827, 4.786
SpringFramework, 77, 20, 404, 7210, 0.160, 0.794, 0.266, 0.921, 11.726
Storm, 63, 34, 521, 7093, 0.108, 0.649, 0.185, 0.883, 7.576
Tomcat, 68, 29, 476, 7138, 0.125, 0.701, 0.212, 0.899, 8.937
Zookeeper, 69, 28, 798, 6816, 0.080, 0.711, 0.143, 0.842, 5.327
