Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 17, 56, 107, 2404, 0.137, 0.233, 0.173, 0.794, 3.853
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 47, 26, 325, 2186, 0.126, 0.644, 0.211, 0.776, 3.472
EMF, 57, 16, 106, 2405, 0.350, 0.781, 0.483, 0.919, 11.378
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 44, 29, 295, 2216, 0.130, 0.603, 0.214, 0.782, 3.594
JFreeChart, 40, 33, 258, 2253, 0.134, 0.548, 0.216, 0.790, 3.751
JMeter, 36, 37, 163, 2348, 0.181, 0.493, 0.265, 0.844, 5.404
JRuby, 36, 37, 108, 2403, 0.250, 0.493, 0.332, 0.887, 7.849
SQuirrel, 35, 38, 240, 2271, 0.127, 0.479, 0.201, 0.778, 3.505
Dubbo, 18, 55, 285, 2226, 0.059, 0.247, 0.096, 0.524, 1.103
Gradle, 22, 51, 51, 2460, 0.301, 0.301, 0.301, 0.906, 9.668
Groovy, 29, 44, 120, 2391, 0.195, 0.397, 0.261, 0.855, 5.889
Hive, 40, 33, 270, 2241, 0.129, 0.548, 0.209, 0.781, 3.567
Maven, 16, 57, 160, 2351, 0.091, 0.219, 0.129, 0.689, 2.218
Poi, 37, 36, 245, 2266, 0.131, 0.507, 0.208, 0.785, 3.644
SpringFramework, 32, 41, 197, 2314, 0.140, 0.438, 0.212, 0.798, 3.946
Storm, 32, 41, 175, 2336, 0.155, 0.438, 0.229, 0.817, 4.472
Tomcat, 44, 29, 167, 2344, 0.209, 0.603, 0.310, 0.865, 6.381
Zookeeper, 35, 38, 290, 2221, 0.108, 0.479, 0.176, 0.738, 2.812
