Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 68, 126, 221, 4228, 0.235, 0.351, 0.282, 0.822, 4.631
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 99, 95, 492, 3957, 0.168, 0.510, 0.252, 0.751, 3.009
EMF, 66, 128, 201, 4248, 0.247, 0.340, 0.286, 0.831, 4.916
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 162, 32, 222, 4227, 0.422, 0.835, 0.561, 0.901, 9.097
JFreeChart, 96, 98, 258, 4191, 0.271, 0.495, 0.350, 0.846, 5.490
JMeter, 70, 124, 145, 4304, 0.326, 0.361, 0.342, 0.872, 6.792
JRuby, 88, 106, 134, 4315, 0.396, 0.454, 0.423, 0.895, 8.487
SQuirrel, 96, 98, 199, 4250, 0.325, 0.495, 0.393, 0.872, 6.788
Dubbo, 69, 125, 281, 4168, 0.197, 0.356, 0.254, 0.788, 3.718
Gradle, 45, 149, 71, 4378, 0.388, 0.232, 0.290, 0.892, 8.284
Groovy, 56, 138, 166, 4283, 0.252, 0.289, 0.269, 0.834, 5.037
Hive, 109, 85, 163, 4286, 0.401, 0.562, 0.468, 0.896, 8.591
Maven, 54, 140, 183, 4266, 0.228, 0.278, 0.251, 0.817, 4.453
Poi, 90, 104, 459, 3990, 0.164, 0.464, 0.242, 0.745, 2.923
SpringFramework, 70, 124, 271, 4178, 0.205, 0.361, 0.262, 0.796, 3.913
Storm, 70, 124, 227, 4222, 0.236, 0.361, 0.285, 0.823, 4.641
Tomcat, 91, 103, 185, 4264, 0.330, 0.469, 0.387, 0.873, 6.891
Zookeeper, 74, 120, 480, 3969, 0.134, 0.381, 0.198, 0.687, 2.197
