Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 47, 53, 126, 2267, 0.272, 0.470, 0.344, 0.852, 5.773
ArgoUML, 76, 24, 287, 2106, 0.209, 0.760, 0.328, 0.808, 4.220
Columba, 74, 26, 192, 2201, 0.278, 0.740, 0.404, 0.856, 5.935
EMF, 55, 45, 97, 2296, 0.362, 0.550, 0.437, 0.889, 8.021
Hibernate, 77, 23, 132, 2261, 0.368, 0.770, 0.498, 0.891, 8.185
JEdit, 57, 43, 149, 2244, 0.277, 0.570, 0.373, 0.855, 5.898
JFreeChart, 83, 17, 80, 2313, 0.509, 0.830, 0.631, 0.921, 11.694
JMeter, 75, 25, 110, 2283, 0.405, 0.750, 0.526, 0.901, 9.107
JRuby, 76, 24, 117, 2276, 0.394, 0.760, 0.519, 0.898, 8.817
SQuirrel, 55, 45, 121, 2272, 0.312, 0.550, 0.399, 0.872, 6.791
Dubbo, 42, 58, 107, 2286, 0.282, 0.420, 0.337, 0.858, 6.027
Gradle, 22, 78, 42, 2351, 0.344, 0.220, 0.268, 0.883, 7.570
Groovy, 52, 48, 110, 2283, 0.321, 0.520, 0.397, 0.875, 7.002
Hive, 81, 19, 186, 2207, 0.303, 0.810, 0.441, 0.868, 6.563
Maven, 46, 54, 139, 2254, 0.249, 0.460, 0.323, 0.839, 5.199
Poi, 74, 26, 103, 2290, 0.418, 0.740, 0.534, 0.904, 9.423
SpringFramework, 70, 30, 130, 2263, 0.350, 0.700, 0.467, 0.885, 7.725
Storm, 77, 23, 335, 2058, 0.187, 0.770, 0.301, 0.785, 3.659
Tomcat, 76, 24, 210, 2183, 0.266, 0.760, 0.394, 0.849, 5.625
Zookeeper, 76, 24, 185, 2208, 0.291, 0.760, 0.421, 0.862, 6.259
