Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 28, 45, 65, 2446, 0.301, 0.384, 0.337, 0.906, 9.657
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 39, 34, 312, 2199, 0.111, 0.534, 0.184, 0.746, 2.933
EMF, 61, 12, 81, 2430, 0.430, 0.836, 0.567, 0.934, 14.206
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 45, 28, 332, 2179, 0.119, 0.616, 0.200, 0.763, 3.225
JFreeChart, 35, 38, 191, 2320, 0.155, 0.479, 0.234, 0.818, 4.482
JMeter, 33, 40, 142, 2369, 0.189, 0.452, 0.266, 0.850, 5.675
JRuby, 37, 36, 134, 2377, 0.216, 0.507, 0.303, 0.869, 6.659
SQuirrel, 40, 33, 196, 2315, 0.169, 0.548, 0.259, 0.833, 5.000
Dubbo, 16, 57, 159, 2352, 0.091, 0.219, 0.129, 0.691, 2.236
Gradle, 12, 61, 46, 2465, 0.207, 0.164, 0.183, 0.863, 6.324
Groovy, 24, 49, 56, 2455, 0.300, 0.329, 0.314, 0.906, 9.619
Hive, 39, 34, 185, 2326, 0.174, 0.534, 0.263, 0.838, 5.163
Maven, 14, 59, 193, 2318, 0.068, 0.192, 0.100, 0.582, 1.394
Poi, 35, 38, 112, 2399, 0.238, 0.479, 0.318, 0.881, 7.428
SpringFramework, 33, 40, 156, 2355, 0.175, 0.452, 0.252, 0.838, 5.180
Storm, 41, 32, 240, 2271, 0.146, 0.562, 0.232, 0.806, 4.165
Tomcat, 38, 35, 197, 2314, 0.162, 0.521, 0.247, 0.825, 4.724
Zookeeper, 33, 40, 216, 2295, 0.133, 0.452, 0.205, 0.787, 3.691
