Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 40, 44, 64, 1500, 0.385, 0.476, 0.426, 0.867, 6.546
ArgoUML, 57, 27, 185, 1379, 0.236, 0.679, 0.350, 0.784, 3.621
Columba, 66, 18, 149, 1415, 0.307, 0.786, 0.441, 0.834, 5.023
EMF, 46, 38, 103, 1461, 0.309, 0.548, 0.395, 0.835, 5.057
Hibernate, 65, 19, 149, 1415, 0.304, 0.774, 0.436, 0.832, 4.959
JEdit, 44, 40, 136, 1428, 0.244, 0.524, 0.333, 0.791, 3.796
JFreeChart, 49, 35, 92, 1472, 0.348, 0.583, 0.436, 0.853, 5.818
JMeter, 63, 21, 58, 1506, 0.521, 0.750, 0.615, 0.902, 9.215
JRuby, 47, 37, 74, 1490, 0.388, 0.560, 0.459, 0.869, 6.621
SQuirrel, 40, 44, 80, 1484, 0.333, 0.476, 0.392, 0.847, 5.540
Dubbo, 64, 20, 21, 1543, 0.753, 0.762, 0.757, 0.932, 13.772
Gradle, 11, 73, 45, 1519, 0.196, 0.131, 0.157, 0.741, 2.854
Groovy, 49, 35, 97, 1467, 0.336, 0.583, 0.426, 0.848, 5.584
Hive, 63, 21, 62, 1502, 0.504, 0.750, 0.603, 0.899, 8.888
Maven, 42, 42, 106, 1458, 0.284, 0.500, 0.362, 0.820, 4.568
Poi, 64, 20, 113, 1451, 0.362, 0.762, 0.490, 0.859, 6.094
SpringFramework, 58, 26, 65, 1499, 0.472, 0.690, 0.560, 0.892, 8.251
Storm, 60, 24, 156, 1408, 0.278, 0.714, 0.400, 0.817, 4.450
Tomcat, 60, 24, 70, 1494, 0.462, 0.714, 0.561, 0.890, 8.055
Zookeeper, 58, 26, 91, 1473, 0.389, 0.690, 0.498, 0.869, 6.637
