Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 582, 386, 446, 4011, 0.566, 0.601, 0.583, 0.685, 2.173
ArgoUML, 782, 186, 329, 4128, 0.704, 0.808, 0.752, 0.746, 2.945
Columba, 839, 129, 640, 3817, 0.567, 0.867, 0.686, 0.685, 2.179
EMF, 869, 99, 468, 3989, 0.650, 0.898, 0.754, 0.725, 2.643
Hibernate, 728, 240, 397, 4060, 0.647, 0.752, 0.696, 0.724, 2.627
JEdit, 912, 56, 659, 3798, 0.581, 0.942, 0.718, 0.693, 2.253
JFreeChart, 767, 201, 495, 3962, 0.608, 0.792, 0.688, 0.706, 2.406
JMeter, 836, 132, 354, 4103, 0.703, 0.864, 0.775, 0.746, 2.937
JRuby, 760, 208, 444, 4013, 0.631, 0.785, 0.700, 0.717, 2.538
SQuirrel, 875, 93, 531, 3926, 0.622, 0.904, 0.737, 0.713, 2.488
Dubbo, 232, 736, 282, 4175, 0.451, 0.240, 0.313, 0.605, 1.530
Gradle, 303, 665, 236, 4221, 0.562, 0.313, 0.402, 0.683, 2.150
Groovy, 439, 529, 331, 4126, 0.570, 0.454, 0.505, 0.687, 2.195
Hive, 744, 224, 416, 4041, 0.641, 0.769, 0.699, 0.722, 2.595
Maven, 342, 626, 392, 4065, 0.466, 0.353, 0.402, 0.617, 1.611
Poi, 751, 217, 434, 4023, 0.634, 0.776, 0.698, 0.718, 2.552
SpringFramework, 841, 127, 420, 4037, 0.667, 0.869, 0.755, 0.732, 2.738
Storm, 568, 400, 381, 4076, 0.599, 0.587, 0.593, 0.702, 2.354
Tomcat, 827, 141, 593, 3864, 0.582, 0.854, 0.693, 0.694, 2.264
Zookeeper, 287, 681, 489, 3968, 0.370, 0.296, 0.329, 0.518, 1.073
