Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 68, 126, 200, 4249, 0.254, 0.351, 0.294, 0.835, 5.073
ArgoUML, 108, 86, 320, 4129, 0.252, 0.557, 0.347, 0.834, 5.039
Columba, 109, 85, 320, 4129, 0.254, 0.562, 0.350, 0.836, 5.081
EMF, 66, 128, 255, 4194, 0.206, 0.340, 0.256, 0.797, 3.921
Hibernate, 87, 107, 179, 4270, 0.327, 0.448, 0.378, 0.872, 6.828
JEdit, 158, 36, 244, 4205, 0.393, 0.814, 0.530, 0.894, 8.406
JFreeChart, 96, 98, 255, 4194, 0.274, 0.495, 0.352, 0.847, 5.546
JMeter, 75, 119, 136, 4313, 0.355, 0.387, 0.370, 0.882, 7.507
JRuby, 95, 99, 192, 4257, 0.331, 0.490, 0.395, 0.874, 6.922
SQuirrel, 98, 96, 224, 4225, 0.304, 0.505, 0.380, 0.863, 6.284
Dubbo, 55, 139, 190, 4259, 0.224, 0.284, 0.251, 0.814, 4.373
Gradle, 47, 147, 77, 4372, 0.379, 0.242, 0.296, 0.890, 8.071
Groovy, 64, 130, 140, 4309, 0.314, 0.330, 0.322, 0.867, 6.508
Hive, 105, 89, 197, 4252, 0.348, 0.541, 0.423, 0.880, 7.321
Maven, 53, 141, 211, 4238, 0.201, 0.273, 0.231, 0.792, 3.805
Poi, 80, 114, 240, 4209, 0.250, 0.412, 0.311, 0.833, 4.983
SpringFramework, 73, 121, 212, 4237, 0.256, 0.376, 0.305, 0.837, 5.130
Storm, 68, 126, 184, 4265, 0.270, 0.351, 0.305, 0.845, 5.458
Tomcat, 87, 107, 212, 4237, 0.291, 0.448, 0.353, 0.856, 5.964
Zookeeper, 75, 119, 517, 3932, 0.127, 0.387, 0.191, 0.670, 2.032
