Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 58, 39, 542, 7072, 0.097, 0.598, 0.166, 0.870, 6.685
ArgoUML, 51, 46, 1167, 6447, 0.042, 0.526, 0.078, 0.700, 2.329
Columba, 76, 21, 1064, 6550, 0.067, 0.784, 0.123, 0.811, 4.300
EMF, 72, 25, 687, 6927, 0.095, 0.742, 0.168, 0.867, 6.541
Hibernate, 70, 27, 424, 7190, 0.142, 0.722, 0.237, 0.911, 10.264
JEdit, 76, 21, 1068, 6546, 0.066, 0.784, 0.122, 0.811, 4.281
JFreeChart, 64, 33, 859, 6755, 0.069, 0.660, 0.125, 0.819, 4.512
JMeter, 64, 33, 444, 7170, 0.126, 0.660, 0.212, 0.900, 9.015
JRuby, 67, 30, 653, 6961, 0.093, 0.691, 0.164, 0.865, 6.397
SQuirrel, 79, 18, 915, 6699, 0.079, 0.814, 0.145, 0.842, 5.318
Dubbo, 27, 70, 548, 7066, 0.047, 0.278, 0.080, 0.732, 2.733
Gradle, 38, 59, 302, 7312, 0.112, 0.392, 0.174, 0.887, 7.885
Groovy, 45, 52, 609, 7005, 0.069, 0.464, 0.120, 0.817, 4.470
Hive, 70, 27, 740, 6874, 0.086, 0.722, 0.154, 0.854, 5.870
Maven, 41, 56, 874, 6740, 0.045, 0.423, 0.081, 0.719, 2.562
Poi, 71, 26, 882, 6732, 0.075, 0.732, 0.135, 0.831, 4.922
SpringFramework, 81, 16, 431, 7183, 0.158, 0.835, 0.266, 0.920, 11.576
Storm, 63, 34, 618, 6996, 0.093, 0.649, 0.162, 0.864, 6.354
Tomcat, 73, 24, 754, 6860, 0.088, 0.753, 0.158, 0.857, 6.017
Zookeeper, 24, 73, 786, 6828, 0.030, 0.247, 0.053, 0.575, 1.355
