Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 34, 39, 142, 2369, 0.193, 0.466, 0.273, 0.854, 5.838
ArgoUML, 52, 21, 371, 2140, 0.123, 0.712, 0.210, 0.770, 3.351
Columba, 41, 32, 389, 2122, 0.095, 0.562, 0.163, 0.704, 2.375
EMF, 54, 19, 125, 2386, 0.302, 0.740, 0.429, 0.906, 9.679
Hibernate, 39, 34, 285, 2226, 0.120, 0.534, 0.196, 0.765, 3.261
JEdit, 46, 27, 338, 2173, 0.120, 0.630, 0.201, 0.764, 3.240
JFreeChart, 35, 38, 287, 2224, 0.109, 0.479, 0.177, 0.740, 2.848
JMeter, 33, 40, 155, 2356, 0.176, 0.452, 0.253, 0.839, 5.213
JRuby, 41, 32, 184, 2327, 0.182, 0.562, 0.275, 0.845, 5.450
SQuirrel, 42, 31, 272, 2239, 0.134, 0.575, 0.217, 0.789, 3.735
Dubbo, 17, 56, 129, 2382, 0.116, 0.233, 0.155, 0.757, 3.122
Gradle, 23, 50, 86, 2425, 0.211, 0.315, 0.253, 0.866, 6.469
Groovy, 26, 47, 164, 2347, 0.137, 0.356, 0.198, 0.794, 3.844
Hive, 45, 28, 258, 2253, 0.149, 0.616, 0.239, 0.810, 4.257
Maven, 16, 57, 218, 2293, 0.068, 0.219, 0.104, 0.587, 1.420
Poi, 39, 34, 232, 2279, 0.144, 0.534, 0.227, 0.804, 4.094
SpringFramework, 37, 36, 198, 2313, 0.157, 0.507, 0.240, 0.821, 4.573
Storm, 30, 43, 216, 2295, 0.122, 0.411, 0.188, 0.768, 3.317
Tomcat, 42, 31, 257, 2254, 0.140, 0.575, 0.226, 0.799, 3.972
Zookeeper, 16, 57, 253, 2258, 0.059, 0.219, 0.094, 0.525, 1.105
