Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 21, 53, 25, 2486, 0.457, 0.284, 0.350, 0.937, 14.947
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 26, 48, 4, 2507, 0.867, 0.351, 0.500, 0.967, 29.275
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 33, 41, 113, 2398, 0.226, 0.446, 0.300, 0.873, 6.896
JFreeChart, 26, 48, 51, 2460, 0.338, 0.351, 0.344, 0.915, 10.795
JMeter, 26, 48, 6, 2505, 0.813, 0.351, 0.491, 0.965, 27.383
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 23, 51, 21, 2490, 0.523, 0.311, 0.390, 0.945, 17.260
Dubbo, 18, 56, 8, 2503, 0.692, 0.243, 0.360, 0.959, 23.184
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 20, 54, 7, 2504, 0.741, 0.270, 0.396, 0.961, 24.876
Hive, 25, 49, 20, 2491, 0.556, 0.338, 0.420, 0.948, 18.407
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 24, 50, 11, 2500, 0.686, 0.324, 0.440, 0.958, 22.954
SpringFramework, 24, 50, 11, 2500, 0.686, 0.324, 0.440, 0.958, 22.954
Storm, 19, 55, 23, 2488, 0.452, 0.257, 0.328, 0.937, 14.803
Tomcat, 26, 48, 21, 2490, 0.553, 0.351, 0.430, 0.948, 18.324
Zookeeper, 21, 53, 15, 2496, 0.583, 0.284, 0.382, 0.951, 19.377
